id,title,url,price,location,latitude,longitude,bedrooms,bathrooms,size_sqft,property_type,advertiser,pictures
119397264,"Apartment for sale and rent in La Veleta, Tulum, Quintana Roo",https://www.properstar.co.uk/listing/119397264,"GBP 366,515","13 poniente, 69, La Veleta, Tulum, Mexico",20.195492,-87.466266,3,3,3013.896,Apartment,Studio Art,https://files-api.properstar.com/api/v2/files/e6bdd302-03ae-4a47-bcfc-980532eb1293/1; https://files-api.properstar.com/api/v2/files/7d2e060d-91da-4a83-ab3e-c2394428556e/1; https://files-api.properstar.com/api/v2/files/705bca59-e10a-4e40-a142-d3b9c3946aa8/1; https://files-api.properstar.com/api/v2/files/49d59a42-66fd-49e0-ab43-5864e581fa59/1; https://files-api.properstar.com/api/v2/files/c860d6d5-a919-43e4-83c9-a92ef1fad374/1; https://files-api.properstar.com/api/v2/files/a39004be-4938-41ef-bf93-cebe803d0f73/1; https://files-api.properstar.com/api/v2/files/d3bbbc9d-24d0-4be3-8fa2-367b6e7f64ac/1; https://files-api.properstar.com/api/v2/files/bb5fd6df-4326-4b7b-ba05-7560ce84791e/1; https://files-api.properstar.com/api/v2/files/c0fb02e3-24fd-4bde-8810-9658043f2a47/1; https://files-api.properstar.com/api/v2/files/4097ed3b-5c49-4c27-9c28-69ce2fd1a7b1/1; https://files-api.properstar.com/api/v2/files/03b88c29-eed6-4249-9fbd-c313e684c55d/1; https://files-api.properstar.com/api/v2/files/ff2ac6af-7f73-4b2d-8d7d-68a21ab3a0fc/1; https://files-api.properstar.com/api/v2/files/e2450e59-175e-48bb-b019-0d200b377be1/1; https://files-api.properstar.com/api/v2/files/a4e0e30c-2d4c-46be-9171-3836fdbdc924/1; https://files-api.properstar.com/api/v2/files/68df38b4-a867-4948-a3a9-8c4ed57650ba/1; https://files-api.properstar.com/api/v2/files/507eb77c-b858-40e3-a9b1-da0d5acab974/1; https://files-api.properstar.com/api/v2/files/5f2169b1-8d6f-42f1-8e66-6752ddc0f5c2/1; https://files-api.properstar.com/api/v2/files/11f651a4-e1f0-4cd4-8502-5cf6535584a2/1; https://files-api.properstar.com/api/v2/files/a29b2104-becd-41c8-8150-171cbe76e251/1; https://files-api.properstar.com/api/v2/files/1371c12b-adf6-4ccf-ab01-032fb8b1758a/1
119294484,"Apartment for Sale in Zama, Tulum",https://www.properstar.co.uk/listing/119294484,"GBP 324,761","Quintana Roo, Tulum, Aldea Zama, Aldea Zama, Mexico",20.1998,-87.454707,3,2,,Apartment,101 By Bustamante,https://files-api.properstar.com/api/v2/files/91a545fb-ffbf-4338-a566-6d17d9d3ec77/1; https://files-api.properstar.com/api/v2/files/239ee89b-cd33-4ca7-b3f1-5f040bba14b5/1; https://files-api.properstar.com/api/v2/files/569beae4-b4a7-4413-b628-cfadbac1b999/1; https://files-api.properstar.com/api/v2/files/5cad664d-bc24-4720-aa01-d05111a6c73b/1; https://files-api.properstar.com/api/v2/files/8e44fb00-3ff3-4b93-962a-1bf251572221/1; https://files-api.properstar.com/api/v2/files/4a900c8d-5980-490a-a678-312d8ff76adf/1; https://files-api.properstar.com/api/v2/files/369ec846-de77-40aa-8678-2f774d6b82ea/1; https://files-api.properstar.com/api/v2/files/a538ee2a-4829-44e9-8a44-33984eb7717a/1; https://files-api.properstar.com/api/v2/files/50883178-4bc4-4e99-af78-61e940160313/1; https://files-api.properstar.com/api/v2/files/a8b856dc-ae47-4a86-8a4c-eaf40dc8ca36/1; https://files-api.properstar.com/api/v2/files/31567d46-38ed-4b47-8513-8e93ab67a731/1; https://files-api.properstar.com/api/v2/files/e730b7f5-4b13-4abd-ae43-45cf501eb02b/1; https://files-api.properstar.com/api/v2/files/11ceed54-24d9-4054-9700-830fb17c903a/1; https://files-api.properstar.com/api/v2/files/45c271f9-4482-4e44-8f1a-0eadabd944e5/1; https://files-api.properstar.com/api/v2/files/5b6c6f72-54d8-4de7-a911-dd70ac834729/1; https://files-api.properstar.com/api/v2/files/9a54db89-9c42-489b-a854-8099d4fd6364/1; https://files-api.properstar.com/api/v2/files/010b1d1e-b3fc-4046-a747-01edbf27b1de/1; https://files-api.properstar.com/api/v2/files/315a1efc-5e5e-4c7d-96c8-a27e8807bf1b/1; https://files-api.properstar.com/api/v2/files/171c960c-e3b8-43bf-97e9-acdfe6d7aaac/1; https://files-api.properstar.com/api/v2/files/a3e67fe0-698c-4b89-af34-0b2cd3694b38/1
119294561,House in Aldea Zama,https://www.properstar.co.uk/listing/119294561,"GBP 1,576,014","Quintana Roo, Tulum, Aldea Zama, Aldea Zama, Mexico",20.1998,-87.454707,3,6,,House,101 By Bustamante,https://files-api.properstar.com/api/v2/files/8cdb4594-e707-4396-9fb0-5f289fdda30a/1; https://files-api.properstar.com/api/v2/files/b622b9fa-1e6a-42ac-9293-2a512ff64400/1; https://files-api.properstar.com/api/v2/files/68f5ee86-c851-47dc-bc10-8eb0a3864ae1/1; https://files-api.properstar.com/api/v2/files/a0d6ebb1-b1cb-4786-95ea-1fcb53bb6448/1; https://files-api.properstar.com/api/v2/files/d9c42199-0d64-4a08-8553-756a4e143189/1; https://files-api.properstar.com/api/v2/files/5b60faa7-fc0f-438a-8d95-be416441a2ae/1; https://files-api.properstar.com/api/v2/files/f273855c-a43b-4c25-ba14-0f1ea1b78c20/1; https://files-api.properstar.com/api/v2/files/f9dd7baa-f302-4b0c-bdf2-ab7c1545afc6/1; https://files-api.properstar.com/api/v2/files/d6ad839f-3f7e-4a20-b59b-d3272694f96c/1; https://files-api.properstar.com/api/v2/files/af55fa61-4560-4609-9dcd-8d0e3b6a52ee/1; https://files-api.properstar.com/api/v2/files/bac899fc-1107-4cb4-b9e5-24bbc8a57250/1; https://files-api.properstar.com/api/v2/files/4433d90d-20d4-460a-8507-cdcdad89c27d/1; https://files-api.properstar.com/api/v2/files/e4dad28b-cb50-4bb8-a5d8-2d593e36ea97/1; https://files-api.properstar.com/api/v2/files/70ebbb6b-b786-49d9-9df4-b89c023b69ff/1; https://files-api.properstar.com/api/v2/files/1b679726-f22a-4a8d-baf3-daedc72aa807/1; https://files-api.properstar.com/api/v2/files/efba5a8c-3d53-47aa-9deb-c7359d96f369/1; https://files-api.properstar.com/api/v2/files/b6a9d796-4e18-4009-84fb-8c7d952c1ddc/1; https://files-api.properstar.com/api/v2/files/26c3e816-b8f7-4b5f-bc87-1bfe435c51dc/1; https://files-api.properstar.com/api/v2/files/6c249c07-bf01-4bed-9a99-eec78d318677/1; https://files-api.properstar.com/api/v2/files/44440da2-460d-4d1f-ba85-1999fe50fedf/1; https://files-api.properstar.com/api/v2/files/57c927cf-d42b-40d1-99d8-6f75e19d45b3/1; https://files-api.properstar.com/api/v2/files/acd5356b-9f79-499b-b3a8-c264373b87bd/1; https://files-api.properstar.com/api/v2/files/1dc12291-946e-4148-9911-48ebe8d5e7a0/1; https://files-api.properstar.com/api/v2/files/b2516db3-6c4e-4c9f-9108-af81d7f9b2e7/1; https://files-api.properstar.com/api/v2/files/6d1fa491-906e-4fef-b002-8730edc81b9e/1
119294587,For Sale 5 Bedroom Villa in Tulum with Jacuzzi,https://www.properstar.co.uk/listing/119294587,"GBP 2,822,166","Quintana Roo, Tulum, Aldea Zama, Aldea Zama, Mexico",20.1998,-87.454707,5,6,,House,101 By Bustamante,https://files-api.properstar.com/api/v2/files/fda34f64-7000-4b98-8614-34829c4f6ed0/1; https://files-api.properstar.com/api/v2/files/3ed79714-e451-4017-8ce2-dab96e71b668/1; https://files-api.properstar.com/api/v2/files/216d2579-bf0c-4b14-a094-2623430cc66f/1; https://files-api.properstar.com/api/v2/files/23c8e9b5-75b4-4b91-acb3-2f4d3e1181be/1; https://files-api.properstar.com/api/v2/files/fe94403e-55f3-4e9d-8e80-633c42bbff7f/1; https://files-api.properstar.com/api/v2/files/fa6ffd66-fefc-4196-8815-2287d8d7cfa6/1; https://files-api.properstar.com/api/v2/files/82747faf-e6fe-41b6-87be-ad87d6d30a00/1; https://files-api.properstar.com/api/v2/files/e5ddfa13-e654-4f74-9a6d-86b5edb0169e/1; https://files-api.properstar.com/api/v2/files/58c96e3e-908a-4c5a-a56e-98b39742b2bf/1; https://files-api.properstar.com/api/v2/files/13886075-0c93-4359-89af-30af34b8e7cd/1; https://files-api.properstar.com/api/v2/files/b3932725-8d0c-4be7-94c1-66ae43fde41c/1
119294754,Department for Sale in Tulum,https://www.properstar.co.uk/listing/119294754,"GBP 693,285","Quintana Roo, Tulum, Aldea Zama, Aldea Zama, Mexico",20.1998,-87.454707,4,3,,Apartment,101 By Bustamante,https://files-api.properstar.com/api/v2/files/8c2032f7-6751-4691-b0ea-744bce7bd718/1; https://files-api.properstar.com/api/v2/files/fbdc5555-0d7b-4934-bea5-0420e6ce1ed6/1; https://files-api.properstar.com/api/v2/files/c51779c1-1a6a-444e-878a-b0234c5296cf/1; https://files-api.properstar.com/api/v2/files/f26274c4-9f1b-4004-b3ec-cbdcdea36f19/1; https://files-api.properstar.com/api/v2/files/51cfa531-4318-4f14-85f1-2497d5546438/1; https://files-api.properstar.com/api/v2/files/ab12eaf1-4beb-4509-a18c-e80a35075daf/1; https://files-api.properstar.com/api/v2/files/3555a894-d3fb-4977-a058-ed2a16a8a3bd/1; https://files-api.properstar.com/api/v2/files/fe56152b-9b03-44de-8bbc-524f73c8c058/1; https://files-api.properstar.com/api/v2/files/37a63d7d-9838-4c78-b58b-41104b6337d7/1; https://files-api.properstar.com/api/v2/files/89aa5d14-fdfe-4848-8e9b-324bff21d7c0/1; https://files-api.properstar.com/api/v2/files/4744332b-9ee8-4ee0-ace3-f1daa8410021/1; https://files-api.properstar.com/api/v2/files/f79a4264-4964-48d2-943d-038a04dc43a7/1; https://files-api.properstar.com/api/v2/files/1cbb1958-6eee-4817-a3fa-6db6beb7d3c4/1; https://files-api.properstar.com/api/v2/files/384b0c20-d681-43d9-89f5-89983df1c8a3/1
119294767,6 Bedroom House for Sale in Tulum with Private Pool,https://www.properstar.co.uk/listing/119294767,"GBP 1,576,014","Quintana Roo, Tulum, Aldea Zama, Aldea Zama, Mexico",20.1998,-87.454707,3,6,,House,101 By Bustamante,https://files-api.properstar.com/api/v2/files/1bf12b86-0f66-4170-a44e-504f6aa4fdf6/1; https://files-api.properstar.com/api/v2/files/cf039e7f-13f6-4079-867e-cbc6a34ce9b7/1; https://files-api.properstar.com/api/v2/files/9bf02ab4-d14d-4c52-a5a9-962b47f10143/1; https://files-api.properstar.com/api/v2/files/98a48876-eced-4081-b3e1-62547a868d4f/1; https://files-api.properstar.com/api/v2/files/8cbffd36-bd7a-4b0b-9adf-0ed03f6c7b94/1; https://files-api.properstar.com/api/v2/files/5822f454-1695-424d-858a-96275d3d64be/1; https://files-api.properstar.com/api/v2/files/3f0f4df8-1e99-427e-9996-46d7002aba42/1; https://files-api.properstar.com/api/v2/files/d326f8d8-60ba-4fd0-906e-3ad08c608ec5/1; https://files-api.properstar.com/api/v2/files/732f7eae-e3bf-4052-9c51-b2d1a4516254/1; https://files-api.properstar.com/api/v2/files/17dcbf76-a1a3-4c39-a91e-2771de6eebe0/1; https://files-api.properstar.com/api/v2/files/6e5aa795-6d48-4bdd-8275-6a143dfdbce0/1; https://files-api.properstar.com/api/v2/files/8f4fe4b6-0960-4ff9-b1d6-ec1f919f1512/1; https://files-api.properstar.com/api/v2/files/0ccafdca-523b-4122-a8b3-c246f893943d/1; https://files-api.properstar.com/api/v2/files/19e97ab7-668a-421a-91d4-3e5272b96c29/1; https://files-api.properstar.com/api/v2/files/c1877b1d-009c-486d-a2ec-dfc32dec4024/1; https://files-api.properstar.com/api/v2/files/83ce49e1-5c7a-4371-89ce-99064acfdfb0/1; https://files-api.properstar.com/api/v2/files/f5d08419-a25a-4827-83ef-78e3054e0405/1; https://files-api.properstar.com/api/v2/files/37f07001-8660-41a7-ba0a-439e8955d525/1; https://files-api.properstar.com/api/v2/files/afe6f1c4-508f-43d0-be63-63628f4fa35f/1; https://files-api.properstar.com/api/v2/files/850f3cec-6461-4418-838c-749bc04a2a68/1; https://files-api.properstar.com/api/v2/files/b89bbbc3-e4c9-40cf-9fcc-bbc95ac56ba8/1; https://files-api.properstar.com/api/v2/files/b14f376c-36e2-42d7-90b6-2554559e209f/1; https://files-api.properstar.com/api/v2/files/e2405b19-4a13-4fae-ba87-065b0e8d6498/1
119293081,Villa for Sale in Country Club Tulum,https://www.properstar.co.uk/listing/119293081,"GBP 703,709","Quintana Roo, Tulum, Tulum, Tulum, Mexico",20.211419,-87.46535,4,4,,House,101 By Bustamante,https://files-api.properstar.com/api/v2/files/ba4dbf53-7ea7-4ba6-9d43-df232f9acdc0/1; https://files-api.properstar.com/api/v2/files/fb85d7c5-2035-4c2a-96ad-fcf06dde5646/1; https://files-api.properstar.com/api/v2/files/98aebe78-fff8-4b74-9446-55cfbe6fd2bc/1; https://files-api.properstar.com/api/v2/files/218bbf61-d02c-48d1-8a29-47e5dfcbca5a/1; https://files-api.properstar.com/api/v2/files/12f72aa4-2bec-46b4-8ff7-b2ef7215ba14/1; https://files-api.properstar.com/api/v2/files/0276f731-a479-4cbb-a549-bf6893ec61b5/1; https://files-api.properstar.com/api/v2/files/b8c2c980-68cd-412b-b1d6-cb0792e9bca5/1; https://files-api.properstar.com/api/v2/files/3993656b-518e-4736-a600-05f8a09d5c86/1; https://files-api.properstar.com/api/v2/files/c7ac71eb-45dc-4f9e-9183-11f4e2f1a6ab/1; https://files-api.properstar.com/api/v2/files/36a49852-9213-4086-bffa-fd15d506e15b/1; https://files-api.properstar.com/api/v2/files/420de546-8aa0-4552-8ee8-c256d4b5c3c0/1; https://files-api.properstar.com/api/v2/files/bd399e78-e180-4efe-b59a-b196e8713780/1; https://files-api.properstar.com/api/v2/files/3bed043f-53b0-4cf6-9eae-f41ac5de9bd3/1; https://files-api.properstar.com/api/v2/files/599b683d-7382-4f78-9969-d9e6964ac9c7/1; https://files-api.properstar.com/api/v2/files/ea565e1a-96ce-4d5d-9d43-8cdc6f10918f/1; https://files-api.properstar.com/api/v2/files/74301a60-29b7-4afb-afe1-386a80d4c1f4/1; https://files-api.properstar.com/api/v2/files/214edaab-2cd2-43bb-bf45-dc9614b62156/1; https://files-api.properstar.com/api/v2/files/c05fd98e-fca2-46ac-95d7-67b3cee91f79/1
119293324,La Veleta Tulum studio for sale,https://www.properstar.co.uk/listing/119293324,"GBP 82,328","Quintana Roo, Tulum, La Veleta, La Veleta, Mexico",20.202596,-87.472779,1,1,,Apartment,101 By Bustamante,https://files-api.properstar.com/api/v2/files/f17977ea-48bf-491c-94f4-ebbf061de61a/2; https://files-api.properstar.com/api/v2/files/bafda6dd-02eb-48c4-b31a-5f4886f4109a/2; https://files-api.properstar.com/api/v2/files/80794d68-15b6-4639-a3ae-d0de369e7acb/2; https://files-api.properstar.com/api/v2/files/b6714441-e3d6-427f-ac09-c0eaa4afa183/2; https://files-api.properstar.com/api/v2/files/aa96a9ec-c377-4922-9c56-c32dd64d3c88/2; https://files-api.properstar.com/api/v2/files/2763acc9-71bf-4039-9be1-3b7da5364178/2; https://files-api.properstar.com/api/v2/files/5e68820b-da10-4fa6-9562-2205cd17676f/2; https://files-api.properstar.com/api/v2/files/01771c0f-7108-45cd-a4e5-034835837be9/2; https://files-api.properstar.com/api/v2/files/41d219a2-19c6-4409-b8d3-98bd49cc477b/2; https://files-api.properstar.com/api/v2/files/0e0ed8c0-23d0-4464-bbd0-aa9433aafecb/2; https://files-api.properstar.com/api/v2/files/4875a409-b7bd-4591-9d6b-b1cc41ceefd6/2; https://files-api.properstar.com/api/v2/files/6227e759-2fca-4233-ae0e-1e83f9ed84ea/2; https://files-api.properstar.com/api/v2/files/10ef1cf3-7b54-4c1f-977a-b74109a5a896/2
119293337,House for Sale La Veleta Tulum,https://www.properstar.co.uk/listing/119293337,"GBP 649,955","Quintana Roo, Tulum, La Veleta, La Veleta, Mexico",20.202596,-87.472779,3,3,,House,101 By Bustamante,https://files-api.properstar.com/api/v2/files/b70540a9-b8d7-4f0c-a99d-990ffb82cf59/2; https://files-api.properstar.com/api/v2/files/38ef2360-ba02-4016-b24a-1311fbadfe75/2; https://files-api.properstar.com/api/v2/files/da80c2c4-0601-4574-b74e-8e1e827169e9/2; https://files-api.properstar.com/api/v2/files/9591e496-683d-4de6-9fb9-9d8968ad9ede/2; https://files-api.properstar.com/api/v2/files/5727a121-f52a-4cd6-acaa-203f7fbf53c7/2; https://files-api.properstar.com/api/v2/files/263a84ba-74ac-484b-8563-baa12f4f9919/2; https://files-api.properstar.com/api/v2/files/62050862-5426-4fac-ae06-12cba811fd65/2; https://files-api.properstar.com/api/v2/files/4fb0e37e-0785-4d2b-af25-435145c00751/2; https://files-api.properstar.com/api/v2/files/8f4baece-d762-4194-b300-1b01bf074fcd/2; https://files-api.properstar.com/api/v2/files/a0cc6178-5ac3-40d1-bc79-0b460352ad0a/2; https://files-api.properstar.com/api/v2/files/b6dd2c4e-de36-4c36-8010-1487721e6f47/2; https://files-api.properstar.com/api/v2/files/6787e70b-82e1-418c-a077-9debe8cf0514/2; https://files-api.properstar.com/api/v2/files/a162acb5-1536-4886-8075-c56028419224/2; https://files-api.properstar.com/api/v2/files/66d30c0b-7d94-480e-ac08-bbeddf8325be/2; https://files-api.properstar.com/api/v2/files/61948a7d-b997-428b-9961-5f4fabc3f45d/2; https://files-api.properstar.com/api/v2/files/4774e330-a80a-41a3-b70d-4b4ccc3cefb3/2; https://files-api.properstar.com/api/v2/files/bd6a8a32-0655-4653-b267-c6fd122551b1/2; https://files-api.properstar.com/api/v2/files/691992ca-fdfd-46a5-b643-414ac09c1e00/2; https://files-api.properstar.com/api/v2/files/ceab29c3-a07a-40f0-995e-fab4b4dea26f/2; https://files-api.properstar.com/api/v2/files/fc870899-caba-4461-8825-2f5d32b58bc1/2; https://files-api.properstar.com/api/v2/files/6e012e1d-46fb-441d-9551-bf6ddfb10603/2; https://files-api.properstar.com/api/v2/files/027abcbd-a123-4436-992e-5b4e8f3d0292/2; https://files-api.properstar.com/api/v2/files/b47c122b-3071-4788-81a5-37e7b2673e9c/2; https://files-api.properstar.com/api/v2/files/5db62a53-e4ad-4d07-a81a-db284234408c/2
119293751,"One Bedroom Apartment for Sale Zama, Tulum",https://www.properstar.co.uk/listing/119293751,"GBP 96,923","Quintana Roo, Tulum, Aldea Zama, Aldea Zama, Mexico",20.1998,-87.454707,1,2,,Apartment,101 By Bustamante,https://files-api.properstar.com/api/v2/files/dea801be-47a9-4b91-8c85-dedf3a60b032/2; https://files-api.properstar.com/api/v2/files/631df8f5-f745-4e19-983f-ccf67ecc55d6/1; https://files-api.properstar.com/api/v2/files/8922dcc5-8568-436c-830b-fcca1ab2744d/1; https://files-api.properstar.com/api/v2/files/aa4ed2f8-853a-477a-b510-c2ef5dc640c8/1; https://files-api.properstar.com/api/v2/files/27284b81-4a1e-4c26-bb95-0db4455a8895/1; https://files-api.properstar.com/api/v2/files/e250bf11-ec20-41ed-9c3e-44bdaf2287a7/1; https://files-api.properstar.com/api/v2/files/c3bb4fdf-ba82-49ec-b96f-b8a4998e0669/1; https://files-api.properstar.com/api/v2/files/eb0a6c74-ac4f-426b-8fb3-47bc4975a3b2/1; https://files-api.properstar.com/api/v2/files/d5a6105e-0b18-42ea-9001-3a1277380e04/1; https://files-api.properstar.com/api/v2/files/bf5f0d9e-6c30-4df0-ab6a-b8aa954852ae/1; https://files-api.properstar.com/api/v2/files/093d0fc4-944a-48c3-8d78-e1219fc31611/1; https://files-api.properstar.com/api/v2/files/743ee443-69b4-4429-9f5d-5c1e9a58975f/1; https://files-api.properstar.com/api/v2/files/b3fef6da-a914-4315-9fea-56d4d08f0f38/1; https://files-api.properstar.com/api/v2/files/2d6821a7-0ddb-474a-9db5-f5473cee3b7e/1; https://files-api.properstar.com/api/v2/files/57975837-8cfb-470c-8753-5b8bd4dba507/1; https://files-api.properstar.com/api/v2/files/6acdece7-f5bd-4f45-b4e2-05f532ca8445/1; https://files-api.properstar.com/api/v2/files/e0001106-07dc-4dec-9536-f82846407dcd/1; https://files-api.properstar.com/api/v2/files/a051efb4-650a-453b-ab0e-2641ce5fe950/1; https://files-api.properstar.com/api/v2/files/b3f90a07-e48b-4808-ae11-6b2f0fa3b259/1; https://files-api.properstar.com/api/v2/files/6246aa8f-d4f3-492c-a7fe-88e228b88d02/1; https://files-api.properstar.com/api/v2/files/4491fa5e-c1b4-438f-a5ff-834429a64147/1; https://files-api.properstar.com/api/v2/files/dadc3993-1e0b-4f64-bbcf-8142eca1ebbb/1; https://files-api.properstar.com/api/v2/files/761f70dd-ef1e-47d3-b57e-c6fc8f8c5e62/1; https://files-api.properstar.com/api/v2/files/859da513-6a4e-44ab-8cb1-f665b3b438ba/1; https://files-api.properstar.com/api/v2/files/4871fa14-b4c2-4412-bd39-181282e5c3b8/1; https://files-api.properstar.com/api/v2/files/5aab4c6b-222a-4dbc-8589-f93e2eb5bbb2/1
118112728,Luxury Bungalows | 2-Bedroom Townhouse with Private Rooftop for Sale in Tulum,https://www.properstar.co.uk/listing/118112728,"GBP 204,515","Juanek, Aldea Zamá, Tulum, Quintana Roo, Mexico",20.1998,-87.454707,2,2,1496.18408,House,eXp Mexico,https://files-api.properstar.com/api/v2/files/aca6cf73-835d-4f30-ab69-946a01062ff1/1; https://files-api.properstar.com/api/v2/files/cd551b88-7b3a-4a78-94eb-48b59383cdfb/1; https://files-api.properstar.com/api/v2/files/0b7f2ac6-f8b3-437c-bc13-b48f8ad5673b/1; https://files-api.properstar.com/api/v2/files/ff7c6233-c8ea-4864-a080-02e6c2118640/1; https://files-api.properstar.com/api/v2/files/7911bb30-042d-48d3-af5d-af7eadcda0cb/1; https://files-api.properstar.com/api/v2/files/105a6b7a-d1a2-496e-99d3-018d143f099c/1; https://files-api.properstar.com/api/v2/files/e55e9761-4435-4bdf-9042-934a02134419/1; https://files-api.properstar.com/api/v2/files/eadc07c1-80d3-49b9-bd2c-97f7fc5a7481/1; https://files-api.properstar.com/api/v2/files/61875e57-7444-4b8c-a17b-279481422b31/1; https://files-api.properstar.com/api/v2/files/9de97a86-84f1-4322-89ea-1fb906c6ece8/1; https://files-api.properstar.com/api/v2/files/cff54f4f-c76c-428d-ba1d-eca2f01fa93f/1; https://files-api.properstar.com/api/v2/files/b3d68924-f7a8-42db-8a7b-223c0039bff2/1; https://files-api.properstar.com/api/v2/files/4d6dea5b-59c6-449c-aa3f-1bcad8e08862/1; https://files-api.properstar.com/api/v2/files/a04f3800-d8cd-4066-a867-4353fc9da05f/1; https://files-api.properstar.com/api/v2/files/4b562c41-5d0e-4a6a-840d-863075ba97b3/1; https://files-api.properstar.com/api/v2/files/ef713c28-2931-4e2c-a99e-19206e5445e1/1; https://files-api.properstar.com/api/v2/files/fbca1bd0-0e51-4e11-8905-d6b9787d816a/1; https://files-api.properstar.com/api/v2/files/01ee622e-dcb8-4d1e-974f-0a30d50ca492/1; https://files-api.properstar.com/api/v2/files/55167afb-ed71-4829-80fb-b6a7f15f63fe/1; https://files-api.properstar.com/api/v2/files/efbca902-25cc-4d7f-8afd-8f0104e273df/1; https://files-api.properstar.com/api/v2/files/6c11e1c9-7226-4f58-95e6-534be5b032ba/1; https://files-api.properstar.com/api/v2/files/38fde857-9630-4747-b84d-cdeccd93f6fd/1; https://files-api.properstar.com/api/v2/files/efb2bcab-8209-4514-b111-bc9c7b8b4f1f/1; https://files-api.properstar.com/api/v2/files/8e02b323-83ec-41f0-af0f-fb5ba1e71000/1; https://files-api.properstar.com/api/v2/files/4d34820c-7350-438f-bfc3-6f31136a9cfa/1; https://files-api.properstar.com/api/v2/files/8c5587a0-27ba-4376-82e0-55fe19afca46/1; https://files-api.properstar.com/api/v2/files/4f4e45bb-6c13-4f4b-948b-7b62ae9cec63/1
118188681,TOH Villa 4,https://www.properstar.co.uk/listing/118188681,"GBP 343,791","C. 17 Pte., La Veleta, 77760 Tulum, Q.R., Mexico, Tulum, Mexico",20.193433,-87.466277,4,4,3433.043,House,Engel & Völkers Tulum,https://files-api.properstar.com/api/v2/files/05c15b9f-1c9d-4ff0-af18-2d25d0dd0d2b/2; https://files-api.properstar.com/api/v2/files/9715af89-47f4-40b4-8f3f-11a03e2fe761/1; https://files-api.properstar.com/api/v2/files/a2291712-0cfa-4c52-8810-049ed2f0c080/1; https://files-api.properstar.com/api/v2/files/ec2fc360-345d-4264-94c0-6c7ba2bd464f/1; https://files-api.properstar.com/api/v2/files/45d6a9d6-d487-4dde-a9cc-678354a8b123/2; https://files-api.properstar.com/api/v2/files/535843d2-adec-4b53-be09-a04d8c2df9fb/1; https://files-api.properstar.com/api/v2/files/ca7ee309-7919-4443-beb2-90ffd15abfa4/1; https://files-api.properstar.com/api/v2/files/d6280086-41ce-4dfd-ab11-3ecc8d71b9db/1; https://files-api.properstar.com/api/v2/files/530c4937-aebe-4c54-b18f-ab8f4e501508/2; https://files-api.properstar.com/api/v2/files/034cb74f-773e-4726-90ab-95b7ba4631d2/1; https://files-api.properstar.com/api/v2/files/32776f3e-e2fe-407f-9f3f-da6d74484700/1; https://files-api.properstar.com/api/v2/files/dba92e76-ac1c-40b8-963f-1a8074af457e/1; https://files-api.properstar.com/api/v2/files/1c38ca06-beca-4c5e-a1a7-7c66e712a71d/2; https://files-api.properstar.com/api/v2/files/8254d468-f38c-404e-8444-730581e3e4f8/1; https://files-api.properstar.com/api/v2/files/0d348ff0-1e3c-42f5-80e8-269e2c4ef198/1; https://files-api.properstar.com/api/v2/files/ec36cccb-2a47-4778-ab79-1329b9bf31eb/1; https://files-api.properstar.com/api/v2/files/e029d91c-6c9b-4c88-a13c-05ae5a958293/1; https://files-api.properstar.com/api/v2/files/1e5d95e6-df47-4e54-afcd-7df1f758fa35/1; https://files-api.properstar.com/api/v2/files/f0c4d86a-a1ea-4e2d-ba4b-e327e6388c5c/2
