property_id,listing_id,listing_name,date,occupancy,average_daily_rate_usd,revpar_usd,revenue_usd,min_nights
fpuw258BugQE9_p7HLsN,1484052619490398258,"Ideal studio for couples, comfort and privacy",2026-06,0.0,935.0,0.0,0.0,2
fpuw258BugQE9_p7HLsN,1484052619490398258,"Ideal studio for couples, comfort and privacy",2026-07,0.0,935.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2025-08,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2025-09,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2025-10,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2025-11,0.133,4650.0,618.45,18603.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2025-12,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-01,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-02,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-03,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-04,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-05,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-06,0.0,4650.0,0.0,0.0,2
cI2l258BugQE9_p7Jz-T,39002556,Luxury Beachfront Apartment in Tulum Infinite View,2026-07,0.0,4650.0,0.0,0.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2025-08,0.194,1073.0,208.16,6434.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2025-09,0.0,1075.0,0.0,0.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2025-10,0.0,1077.0,0.0,0.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2025-11,0.367,1079.0,395.99,11877.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2025-12,0.71,1392.0,988.32,30617.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-01,0.355,1543.0,547.76,16970.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-02,0.143,1438.0,205.63,5754.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-03,0.129,1332.0,171.83,5326.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-04,0.167,1213.0,202.57,6065.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-05,0.0,1087.5,0.0,0.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-06,0.367,962.0,353.05,10575.0,2
b4uj258BugQE9_p7_oYl,43872957,King Bed Room / Pool / Fiber Optic Wi-Fi - 9,2026-07,0.226,1096.0,247.7,7678.0,2
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-01,0.29,1271.0,368.59,11450.0,3
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-02,0.179,1100.0,196.9,5501.0,3
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-03,0.0,1100.0,0.0,0.0,3
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-04,0.0,1100.0,0.0,0.0,3
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-05,0.0,1100.0,0.0,0.0,3
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-06,0.0,1100.0,0.0,0.0,3
H6K1258BugQE9_p7JSJs,1566707490313929065,Luxury Tulum Studio with Jacuzzi & Pool,2026-07,0.0,1100.0,0.0,0.0,3
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2025-08,0.0,1405.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2025-09,0.0,1405.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2025-10,0.0,1405.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2025-11,0.0,1405.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2025-12,0.0,1405.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-01,0.226,1405.0,317.53,9836.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-02,0.0,1543.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-03,0.129,1681.0,216.85,6726.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-04,0.0,1681.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-05,0.0,1681.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-06,0.0,1681.0,0.0,0.0,2
JqW3258BugQE9_p75qbj,30739189,Suite Sunset with private mini pool,2026-07,0.0,1681.0,0.0,0.0,2
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2025-08,0.355,83920.0,29791.6,923123.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2025-09,0.267,78087.0,20849.23,624694.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2025-10,0.065,78903.0,5128.7,157806.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2025-11,0.1,84599.0,8459.9,253797.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2025-12,0.032,79934.0,2557.89,79934.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-01,0.0,80367.0,0.0,0.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-02,0.0,80800.0,0.0,0.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-03,0.0,81233.0,0.0,0.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-04,0.333,81666.0,27194.78,816655.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-05,0.258,48541.0,12523.58,388335.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-06,0.0,48541.0,0.0,0.0,3
m6W3258BugQE9_p766_Q,1011546701704160846,"Beach front 9BR villa | pool, jacuzzi & Chef INCL.",2026-07,0.0,48541.0,0.0,0.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2025-08,0.516,1069.0,551.6,17106.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2025-09,0.467,1429.0,667.34,20003.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2025-10,0.935,836.0,781.66,24241.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2025-11,0.067,884.0,59.23,1769.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2025-12,0.968,1625.0,1573.0,48734.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-01,0.452,2430.0,1098.36,34018.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-02,0.571,2171.0,1239.64,34738.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-03,0.355,1545.0,548.48,16990.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-04,1.0,939.0,939.0,28187.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-05,0.387,618.0,239.17,7406.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-06,0.367,605.0,222.03,6648.0,3
aKS2258BugQE9_p7tA9Z,1133360339605538258,"Ixmali, jungle studio with a view, close to the beach",2026-07,0.419,560.0,234.64,7270.0,3
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2025-08,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2025-09,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2025-10,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2025-11,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2025-12,0.452,1328.0,600.26,18584.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-01,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-02,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-03,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-04,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-05,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-06,0.0,1328.0,0.0,0.0,2
Dp6y258BugQE9_p7rcpu,51411357,Firefly Sanctuary Tulum,2026-07,0.0,1328.0,0.0,0.0,2
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2025-08,0.194,628.0,121.83,3771.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2025-09,0.0,637.6666666666666,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2025-10,0.0,647.3333333333333,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2025-11,0.2,657.0,131.4,3946.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2025-12,0.258,826.0,213.11,6609.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-01,0.387,846.0,327.4,10147.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-02,0.0,846.0,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-03,0.0,846.0,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-04,0.0,846.0,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-05,0.0,846.0,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-06,0.0,846.0,0.0,0.0,3
ZrC-258BugQE9_p7zMSV,1397245988203600459,La Veleta Studio | Pool & Nature | Fast Wifi,2026-07,0.0,846.0,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2025-08,0.0,1936.0,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2025-09,0.167,1936.0,323.31,9681.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2025-10,0.065,1856.0,120.64,3713.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2025-11,0.033,1924.0,63.49,1924.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2025-12,0.161,1936.0,311.7,9681.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-01,0.0,1937.7142857142858,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-02,0.0,1939.4285714285716,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-03,0.0,1941.1428571428573,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-04,0.0,1942.8571428571431,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-05,0.0,1944.5714285714287,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-06,0.0,1946.2857142857142,0.0,0.0,3
KLG_258BugQE9_p7NV5-,52295640,New Garden Studio with AC and Beachfront Pool,2026-07,0.29,1948.0,564.92,17534.0,3
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2025-12,0.194,6936.0,1345.58,41619.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-01,0.387,6289.0,2433.84,75463.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-02,0.286,6384.0,1825.82,51066.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-03,0.0,6386.2,0.0,0.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-04,0.0,6388.4,0.0,0.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-05,0.0,6390.599999999999,0.0,0.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-06,0.0,6392.799999999999,0.0,0.0,2
9rG_258BugQE9_p7Wpa6,1492233817121763572,Moon Sand Tulum· Boho Chic Penthouse· Pool&Rooftop,2026-07,0.129,6395.0,824.96,25582.0,2
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2025-08,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2025-09,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2025-10,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2025-11,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2025-12,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-01,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-02,0.0,3157.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-03,0.258,3157.0,814.51,25251.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-04,0.167,3192.0,533.06,15959.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-05,0.0,3192.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-06,0.0,3192.0,0.0,0.0,1
abG_258BugQE9_p7gcka,1060085672711110527,Brand New Tulum 2 Bedroom - 315,2026-07,0.0,3192.0,0.0,0.0,1
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2025-08,0.226,933.0,210.86,6532.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2025-09,0.133,929.0,123.56,3713.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2025-10,0.065,1001.0,65.06,2002.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2025-11,0.1,927.0,92.7,2780.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2025-12,0.161,972.0,156.49,4860.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-01,0.968,1001.0,968.97,30053.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-02,0.75,1021.0,765.75,21441.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-03,0.613,1411.0,864.94,26806.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-04,0.3,1538.0,461.4,13841.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-05,0.258,1197.0,308.83,9583.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-06,0.1,1180.0,118.0,3538.0,2
qrK_258BugQE9_p791zj,1326207936301126488,"IIK, supberbe LOFT at Tulum",2026-07,0.0,1180.0,0.0,0.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2025-08,0.452,1213.0,548.28,16970.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2025-09,0.533,1085.0,578.31,17340.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2025-10,0.613,1098.0,673.07,20858.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2025-11,0.567,1320.0,748.44,22433.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2025-12,0.613,1650.0,1011.45,31355.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-01,0.484,2245.0,1086.58,33688.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-02,0.571,1466.0,837.09,23444.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-03,0.613,1532.0,939.12,29100.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-04,0.167,1485.0,248.0,7426.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-05,0.0,1485.0,0.0,0.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-06,0.0,1485.0,0.0,0.0,2
irLA258BugQE9_p7Am0q,1404518590513131283,New 1BR + Free Habitas Beach Club Pass,2026-07,0.0,1485.0,0.0,0.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2025-08,0.419,3207.0,1343.73,41697.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2025-09,0.4,2235.0,894.0,26826.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2025-10,0.548,2541.0,1392.47,43194.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2025-11,0.867,4158.0,3604.99,108120.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2025-12,0.548,7060.0,3868.88,120017.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-01,0.516,5906.0,3047.5,94493.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-02,0.536,7704.0,4129.34,115546.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-03,0.742,10217.0,7581.01,234980.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-04,0.533,9838.0,5243.65,157398.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-05,0.355,5657.0,2008.23,62225.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-06,0.233,9300.0,2166.9,65101.0,2
orLA258BugQE9_p7BXTN,919134871514380120,Yes! This is the most gorgeous penthouse there is!,2026-07,0.484,8264.0,3999.78,123944.0,2
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2025-08,0.161,3227.0,519.55,16134.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2025-09,0.0,4939.5,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2025-10,0.0,6652.0,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2025-11,0.0,8364.5,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2025-12,0.161,10077.0,1622.4,50386.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-01,0.226,8417.0,1902.24,58920.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-02,0.0,8417.0,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-03,0.0,8417.0,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-04,0.0,8417.0,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-05,0.0,8417.0,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-06,0.0,8417.0,0.0,0.0,3
LrLA258BugQE9_p7Qca_,1084809467741700411,"Luxury Penthouse • Private Pool, Gym Access, Wi-Fi",2026-07,0.0,8417.0,0.0,0.0,3
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-01,0.29,3328.0,965.12,29956.0,1
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-02,0.536,2105.0,1128.28,31589.0,1
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-03,0.581,2469.0,1434.49,44438.0,1
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-04,0.3,2601.0,780.3,23405.0,1
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-05,0.452,1676.0,757.55,23463.0,1
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-06,0.167,3779.0,631.09,18895.0,1
07LA258BugQE9_p7VOCw,1284111548535899090,Luxury Apartment with plunge pool The Waves Tulum,2026-07,0.161,1637.0,263.56,8184.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2025-08,0.0,2177.0,0.0,0.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2025-09,0.0,2177.0,0.0,0.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2025-10,0.0,2177.0,0.0,0.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2025-11,0.067,2177.0,145.86,4354.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2025-12,0.258,1196.0,308.57,9564.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-01,0.097,1899.0,184.2,5696.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-02,0.25,1592.0,398.0,11139.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-03,0.0,1728.6666666666667,0.0,0.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-04,0.0,1865.3333333333335,0.0,0.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-05,0.032,2002.0,64.06,2002.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-06,0.0,2002.0,0.0,0.0,1
37XC258BugQE9_p7Vq_s,735558486831166896,Cozy Room w/ Pool+Gym in Lux & Central Aldea Zama,2026-07,0.0,2002.0,0.0,0.0,1
