property_id,listing_id,listing_name,date,occupancy,average_daily_rate_usd,revpar_usd,revenue_usd,min_nights
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2025-08,0.516,33556.0,17314.9,536888.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2025-09,0.4,32039.0,12815.6,384466.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2025-10,0.065,32735.0,2127.78,65471.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2025-11,0.2,35807.0,7161.4,214841.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2025-12,0.387,62761.0,24288.51,753128.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-01,0.548,46008.0,25212.38,782151.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-02,0.75,44461.0,33345.75,933698.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-03,0.613,46473.0,28487.95,883001.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-04,0.3,50369.0,15110.7,453319.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-05,0.226,34629.0,7826.15,242405.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-06,0.6,28953.0,17371.8,521162.0,4
BHOV258BugQE9_p7EpKP,995028603027664645,Beachfront Villa Luxe • Heated Pool • SUP & Kayaks,2026-07,0.677,23712.0,16053.02,497932.0,4
TnOV258BugQE9_p7KL-v,1571685759027676871,New! Oniric Condo 2bdr Pvt Plunge pool/Jungle View,2026-07,0.355,2337.0,829.63,25698.0,1
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2025-08,0.419,2115.0,886.18,27506.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2025-09,0.0,2120.0,0.0,0.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2025-10,0.194,2125.0,412.25,12752.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2025-11,0.2,1996.0,399.2,11974.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2025-12,0.613,2202.0,1349.83,41852.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-01,0.871,2096.0,1825.62,56568.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-02,0.429,2259.0,969.11,27098.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-03,0.065,2440.0,158.6,4879.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-04,0.0,2552.75,0.0,0.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-05,0.0,2665.5,0.0,0.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-06,0.0,2778.25,0.0,0.0,2
RnOV258BugQE9_p7Lcrq,1047385700905603490,Downtown PH w/Rooftop Pools Near Beach & Nightlife,2026-07,0.452,2891.0,1306.73,40472.0,2
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2025-08,0.161,3748.0,603.43,18739.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2025-09,0.033,3946.0,130.22,3946.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2025-10,0.0,7300.666666666666,0.0,0.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2025-11,0.0,10655.333333333332,0.0,0.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2025-12,0.097,14010.0,1358.97,42027.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-01,0.29,12915.0,3745.35,116246.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-02,0.036,6201.0,223.24,6201.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-03,0.806,4500.0,3627.0,112513.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-04,0.067,2770.0,185.59,5540.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-05,0.097,1569.0,152.19,4704.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-06,0.367,3557.0,1305.42,39131.0,3
uHOV258BugQE9_p7L84p,817646308003699102,Peaceful 3BR Villa | Private Pool | Gated,2026-07,0.323,4494.0,1451.56,44943.0,3
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2025-10,0.161,12355.0,1989.15,61777.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2025-11,0.0,13446.0,0.0,0.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2025-12,0.129,14537.0,1875.27,58142.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-01,0.258,12468.0,3216.74,99742.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-02,0.357,10826.0,3864.88,108256.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-03,0.032,8145.0,260.64,8145.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-04,0.333,9335.0,3108.56,93346.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-05,0.0,9335.0,0.0,0.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-06,0.0,9335.0,0.0,0.0,2
_3OV258BugQE9_p7Pu12,1326286525112688844,Sky Bridg by SmartDepas Tulum,2026-07,0.0,9335.0,0.0,0.0,2
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2025-12,0.774,8077.0,6251.6,193847.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-01,0.774,8347.0,6460.58,200320.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-02,0.714,6881.0,4913.03,137629.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-03,0.806,5163.0,4161.38,129095.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-04,0.333,4323.0,1439.56,43233.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-05,0.065,2517.0,163.61,5035.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-06,0.933,2710.0,2528.43,75851.0,3
SXSV258BugQE9_p7Xyuf,1506849930975467603,Upscale 2BR Tulum Penthouse | Private Pool | Gym,2026-07,1.0,3099.0,3099.0,96068.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2025-08,0.032,14482.0,463.42,14482.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2025-09,0.0,15416.333333333334,0.0,0.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2025-10,0.0,16350.666666666668,0.0,0.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2025-11,0.3,17285.0,5185.5,155571.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2025-12,0.29,22662.0,6571.98,203955.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-01,0.516,24789.0,12791.12,396635.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-02,0.464,27448.0,12735.87,356824.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-03,0.548,23620.0,12943.76,401534.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-04,0.0,23620.0,0.0,0.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-05,0.0,23620.0,0.0,0.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-06,0.0,23620.0,0.0,0.0,3
YWyR258BugQE9_p7dfOQ,752045616894020913,"Luxury 5-BR Beachfront Home Near Tulum, Mexico",2026-07,0.0,23620.0,0.0,0.0,3
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2025-08,0.871,1306.0,1137.53,35282.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2025-09,0.733,1137.0,833.42,25018.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2025-10,0.161,1061.0,170.82,5307.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2025-11,0.833,1096.0,912.97,27429.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2025-12,0.581,1472.0,855.23,26476.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-01,0.258,2887.0,744.85,23094.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-02,0.25,3363.0,840.75,23541.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-03,0.516,1425.0,735.3,22802.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-04,0.367,1448.0,531.42,15940.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-05,0.194,1283.0,248.9,7698.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-06,0.8,1005.0,804.0,24104.0,1
m22R258BugQE9_p74LNv,1145525975187189236,Central Park Tulum Luxury 104G,2026-07,0.0,1005.0,0.0,0.0,1
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2025-08,0.0,3736.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2025-09,0.0,3736.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2025-10,0.0,3736.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2025-11,0.0,3736.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2025-12,0.258,3736.0,963.89,29897.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-01,0.484,4016.0,1943.74,60242.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-02,0.071,4043.0,287.05,8087.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-03,0.0,4043.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-04,0.0,4043.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-05,0.0,4043.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-06,0.0,4043.0,0.0,0.0,2
3G2R258BugQE9_p747le,1099455880061146680,24/7 Security Condo with Cenote Corazon 1KM away,2026-07,0.0,4043.0,0.0,0.0,2
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2025-08,0.0,1162.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2025-09,0.0,1162.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2025-10,0.71,1162.0,825.02,25582.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2025-11,0.233,1122.0,261.43,7853.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2025-12,0.484,1075.0,520.3,16134.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-01,0.129,1545.0,199.31,6182.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-02,0.0,1545.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-03,0.0,1545.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-04,0.0,1545.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-05,0.0,1545.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-06,0.0,1545.0,0.0,0.0,1
6HaW258BugQE9_p74-HB,1418306025259685812,Tulum Poolfront Hideaway,2026-07,0.0,1545.0,0.0,0.0,1
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-01,0.839,1981.0,1662.06,51514.0,2
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-02,0.75,1849.0,1386.75,38839.0,2
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-03,0.484,1981.0,958.8,29703.0,2
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-04,0.267,2080.0,555.36,16640.0,2
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-05,0.0,2119.0,0.0,0.0,2
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-06,0.367,2158.0,791.99,23735.0,2
QneW258BugQE9_p79QVV,1572029554468568224,Modern house near the hotel area,2026-07,0.0,2158.0,0.0,0.0,2
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2025-08,0.129,1384.0,178.54,5540.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2025-09,0.133,1065.0,141.65,4257.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2025-10,0.129,1429.0,184.34,5715.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2025-11,0.133,1536.0,204.29,6143.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2025-12,0.452,2286.0,1033.27,31997.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-01,0.387,7451.0,2883.54,89420.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-02,0.071,1507.0,107.0,3013.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-03,0.387,1967.0,761.23,23618.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-04,0.133,2245.0,298.59,8981.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-05,0.161,1454.0,234.09,7270.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-06,0.167,1485.0,248.0,7426.0,1
ineX258BugQE9_p7FkXO,1288575262572325470,Panacea Condo: 1 Bdr Suite Rooftop/Jacuzzi/Gym,2026-07,0.0,1485.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-06,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-07,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-08,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-09,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-10,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-11,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2025-12,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2026-01,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2026-04,0.133,1901.0,252.83,7601.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2026-05,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2026-06,0.0,1901.0,0.0,0.0,1
RneX258BugQE9_p7kPEZ,702261054885192625,Kinich Tulum 1BR w/ Pool&Gym 12,2026-07,0.0,1901.0,0.0,0.0,1
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2025-08,0.323,5847.0,1888.58,58473.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2025-09,0.333,5583.0,1859.14,55829.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2025-10,0.161,6811.0,1096.57,34057.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2025-11,0.2,6992.0,1398.4,41950.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2025-12,0.065,13160.0,855.4,26321.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-01,0.194,10050.0,1949.7,60300.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-02,0.321,9667.0,3103.11,87009.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-03,0.0,9667.0,0.0,0.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-04,0.0,9667.0,0.0,0.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-05,0.0,9667.0,0.0,0.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-06,0.0,9667.0,0.0,0.0,4
wnmY258BugQE9_p7NwTg,1158179565637342665,Luxury 4BR Villa Aldea Zama | Dream Pool,2026-07,0.0,9667.0,0.0,0.0,4
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2025-08,0.387,1137.0,440.02,13646.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2025-09,0.233,1145.0,266.79,8009.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2025-10,0.161,1236.0,199.0,6182.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2025-11,0.467,1390.0,649.13,19459.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2025-12,0.161,2430.0,391.23,12149.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-01,0.194,2498.0,484.61,14988.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-02,0.75,1895.0,1421.25,39792.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-03,0.258,1652.0,426.22,13219.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-04,0.4,1689.0,675.6,20275.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-05,0.0,1602.5,0.0,0.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-06,0.033,1516.0,50.03,1516.0,1
OXmY258BugQE9_p7ZkyC,1419892761386455114,Luxurious apartment in Aldea Zamá,2026-07,0.194,1503.0,291.58,9020.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2025-08,0.097,991.0,96.13,2974.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2025-09,0.0,1000.3333333333334,0.0,0.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2025-10,0.0,1009.6666666666667,0.0,0.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2025-11,0.3,1019.0,305.7,9175.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2025-12,0.0,1469.0,0.0,0.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-01,0.29,1919.0,556.51,17262.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-02,0.5,1052.0,526.0,14715.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-03,0.258,970.0,250.26,7756.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-04,0.067,1118.0,74.91,2235.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-05,0.065,1157.0,75.2,2313.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-06,0.0,1157.0,0.0,0.0,1
aHmY258BugQE9_p7dWI4,1313906635347011818,Central Park Lagunas|Penthouse Studio Private Pool,2026-07,0.0,1157.0,0.0,0.0,1
Z3mY258BugQE9_p7kolV,1571766447679803289,Casa W- Resort Style 8 bedroom Villa with Sky Pool,2026-04,0.6,29853.0,17911.8,537335.0,2
Z3mY258BugQE9_p7kolV,1571766447679803289,Casa W- Resort Style 8 bedroom Villa with Sky Pool,2026-05,0.452,25807.0,11664.76,361314.0,2
Z3mY258BugQE9_p7kolV,1571766447679803289,Casa W- Resort Style 8 bedroom Villa with Sky Pool,2026-06,0.667,28284.0,18865.43,565658.0,2
Z3mY258BugQE9_p7kolV,1571766447679803289,Casa W- Resort Style 8 bedroom Villa with Sky Pool,2026-07,0.516,28574.0,14744.18,457188.0,2
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2025-08,0.226,4207.0,950.78,29450.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2025-09,0.0,4346.0,0.0,0.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2025-10,0.0,4485.0,0.0,0.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2025-11,0.0,4624.0,0.0,0.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2025-12,0.129,4763.0,614.43,19050.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-01,0.839,5153.0,4323.37,133994.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-02,0.643,5931.0,3813.63,106740.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-03,0.29,5678.0,1646.62,51105.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-04,0.0,5678.0,0.0,0.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-05,0.0,5678.0,0.0,0.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-06,0.0,5678.0,0.0,0.0,3
pHqY258BugQE9_p78A1T,42713134,Elegant Oceanfront Condo with Sweeping Views,2026-07,0.0,5678.0,0.0,0.0,3
F4Sf258BugQE9_p7JwWd,1141444512989612293,"Superb Aldea Zama Condo, 24/7 Pool, 350GB Intnet",2025-06,0.0,2644.0,0.0,0.0,2
F4Sf258BugQE9_p7JwWd,1141444512989612293,"Superb Aldea Zama Condo, 24/7 Pool, 350GB Intnet",2025-07,0.0,2644.0,0.0,0.0,2
