Broker,Broker URL,Platform,Listing URL,Listing Name,Property Type,Price,Currency,Bedrooms,Bathrooms,Size,Size Unit,Description,Images,Country,State,City,Latitude,Longitude,Sale or Rent,Source Count,Source Brokers,Source URLs,Region Match
Cantu Real Estate,https://canturealestate.com.mx/,,https://canturealestate.com.mx/property/departamento-en-venta-en-colorado-hills-fase-i-los-cabos-2/,"Departamento en Venta en Colorado Hills Fase I, Los Cabos - Cantú Real Estate",Condo/Apartment,393750.00,USD,0,0,133.04,m2,"residencia de Lujo en Colorado Hills Fase I Área: 133.04 m² Ubicación: Calle La Antigua, 23405, San José del Cabo, BCS, México Precio de venta: $393,750 USD Especificaciones: 2 habitaciones2 baños completosCocina modernaSala y comedorTerraza de 30.14 m²Seguridad las 24 horas Descripción:Descubre la elegancia y el confort en Colorado Hills, situado en una ubicación exclusiva",https://secure.gravatar.com/avatar/f0e41510d4d3f0ee9a3e24c416d4dd2c8cea4715bddf37ca642457319e01afa5?s=96&d=mm&r=g,Mexico,Quintana Roo,Playa del Carmen,,,Sale,1,Cantu Real Estate,https://canturealestate.com.mx/property/departamento-en-venta-en-colorado-hills-fase-i-los-cabos-2/,Playa del Carmen; Baja California Sur; Other Riviera Maya
Cantu Real Estate,https://canturealestate.com.mx/,,https://canturealestate.com.mx/property/departamento-en-skytown-villas-and-condos-los-cabos/,"Departamento en SkyTown Villas and Condos, Los Cabos - Cantú Real Estate",Condo/Apartment,395000.00,USD,3,2,159.59,m2,"Residencia de Lujo en SkyTown Villas and Condos Área: 159.59 m² Ubicación: Calle Cabo San Lucas & 12 de Octubre, San José del Cabo, BCS, México Precio de venta: $395,000 USD Especificaciones: 3 habitaciones2 baños completosCocina ampliaSala y comedorTerraza de 29.48 m² Descripción:Descubre el encanto y la exclusividad en SkyTown Villas and Condos, ubicado en",https://secure.gravatar.com/avatar/f0e41510d4d3f0ee9a3e24c416d4dd2c8cea4715bddf37ca642457319e01afa5?s=96&d=mm&r=g,Mexico,Quintana Roo,Playa del Carmen,,,Sale,1,Cantu Real Estate,https://canturealestate.com.mx/property/departamento-en-skytown-villas-and-condos-los-cabos/,Playa del Carmen; Baja California Sur; Other Riviera Maya
Cantu Real Estate,https://canturealestate.com.mx/,,https://canturealestate.com.mx/property/loft-en-venta-en-los-cabos-kcal0209-1/,Loft en Venta en Los Cabos | KCAL0209-1 - Cantú Real Estate,Land/Lot,3590000.00,USD,1,1,42,m2,"Descubre tu refugio ideal en el corazón de Cabo San Lucas Precio de Venta: $3,590,000.00 MXN Ubicado en una de las zonas más vibrantes de Los Cabos, este loft de 42 m² redefine el estilo de vida moderno con una distribución funcional y acabados de lujo. Desde su cocina con barras de granito hasta su",https://secure.gravatar.com/avatar/f0e41510d4d3f0ee9a3e24c416d4dd2c8cea4715bddf37ca642457319e01afa5?s=96&d=mm&r=g,Mexico,Quintana Roo,Playa del Carmen,,,Sale,1,Cantu Real Estate,https://canturealestate.com.mx/property/loft-en-venta-en-los-cabos-kcal0209-1/,Playa del Carmen; Baja California Sur; Other Riviera Maya
Cantu Real Estate,https://canturealestate.com.mx/,,https://canturealestate.com.mx/property/departamento-en-venta-en-colorado-hills-fase-ii-los-cabos-2/,"Departamento en Venta en Colorado Hills Fase II, Los Cabos - Cantú Real Estate",Condo/Apartment,418180.00,USD,3,2,140,m2,"Residencia Moderna en Colorado Hills Área: 140 m² Ubicación: Calle La Antigua, 23405, San José del Cabo, BCS, México Precio de venta: $418,180 USD Especificaciones: 3 habitaciones2 baños completosCocina modernaSala y comedorTerraza de 17.04 m²Seguridad las 24 horas Descripción:Descubre el confort y la elegancia en Colorado Hills, situado en una ubicación privilegiada en San José",https://secure.gravatar.com/avatar/f0e41510d4d3f0ee9a3e24c416d4dd2c8cea4715bddf37ca642457319e01afa5?s=96&d=mm&r=g,Mexico,Quintana Roo,Playa del Carmen,,,Sale,1,Cantu Real Estate,https://canturealestate.com.mx/property/departamento-en-venta-en-colorado-hills-fase-ii-los-cabos-2/,Playa del Carmen; Baja California Sur; Other Riviera Maya
Cantu Real Estate,https://canturealestate.com.mx/,,https://canturealestate.com.mx/property/departamento-en-venta-en-balena-los-cabos/,"Departamento en Venta en Balena, Los Cabos - Cantú Real Estate",Land/Lot,345000.00,USD,3,0,,,"El más reciente desarrollo de condominios de lujo en El Tezal. Ubicado a solo minutos de la Playa de Medano y a poca distancia de Costco, Walmart y muchas otras tiendas y restaurantes. Amenidades: SNACK AND LOUNGE GYM KIDS AND FAMILY AREA ROOFTOP BAR DEPARTAMENTO EN VENTA 115.25 mts2 Terraza 20.50 mts2 3 Habitaciones 2",https://secure.gravatar.com/avatar/f0e41510d4d3f0ee9a3e24c416d4dd2c8cea4715bddf37ca642457319e01afa5?s=96&d=mm&r=g,Mexico,Quintana Roo,Playa del Carmen,,,Sale,1,Cantu Real Estate,https://canturealestate.com.mx/property/departamento-en-venta-en-balena-los-cabos/,Playa del Carmen; Baja California Sur; Other Riviera Maya
Cantu Real Estate,https://canturealestate.com.mx/,,https://canturealestate.com.mx/property/departamento-en-venta-en-vistas-del-tezal-los-cabos/,"Departamento en venta en Vistas del Tezal, Los Cabos - Cantú Real Estate",Condo/Apartment,343750.00,USD,2,2,125.05,m2,"Vistas del Tezal Área: 125.05 m² Ubicación: Tourist Corridor, El Tezal, Cabo San Lucas, Baja California Sur Precio de venta: $343,750 USD Especificaciones: 2 habitaciones2 baños completosCocina modernaSala y comedorTerraza Descripción:Ubicada en el prestigioso Tourist Corridor en El Tezal, Cabo San Lucas, esta residencia ""Prototype E"" en Vistas del Tezal ofrece un diseño sofisticado y",https://secure.gravatar.com/avatar/f0e41510d4d3f0ee9a3e24c416d4dd2c8cea4715bddf37ca642457319e01afa5?s=96&d=mm&r=g,Mexico,Quintana Roo,Playa del Carmen,,,Sale,2,Cantu Real Estate,https://canturealestate.com.mx/property/departamento-en-venta-en-vistas-del-tezal-los-cabos/; https://canturealestate.com.mx/property/departamento-en-venta-vista-vela-iii-los-cabos/,Playa del Carmen; Baja California Sur; Other Riviera Maya
INMUEBLES HAHN,https://www.inmuebleshahn.com.mx/,EasyBroker,https://www.inmuebleshahn.com.mx/property/el-chamizal-casa-venta-baja-california-sur,EL CHAMIZAL CASA VENTA BAJA CALIFORNIA SUR,Land/Lot,3600000,USD,5,3,250,m2,"Hermosa Casa en Zona Exclusiva de Baja California – Cerca de la Playa Vive en una de las mejores zonas de Baja California y disfruta de la cercanía al mar, comercios y servicios, en esta acogedora ...",https://assets.easybroker.com/property_images/5441655/94212512/EB-TX1655.png?height=300&version=1754953580&width=450,Mexico,Yucatán,Progreso,,,Sale,1,INMUEBLES HAHN,https://www.inmuebleshahn.com.mx/property/el-chamizal-casa-venta-baja-california-sur,Baja California Sur
MELO BUENO BIENES RAICES,https://melobueno.com,EasyBroker,https://www.melobueno.com/property/los-cabos-cabo-san-lucas-centro,LOS CABOS,Condo/Apartment,340490,USD,1,1,77,m2,"Departamentos desde 77 m2 hasta 237 m2 con excelente ubicación, a unos metros de la playa y a 5 minutos del centro de Cabo San Lucas. 1, 2 y 3 recamaras Se entregan totalmente terminados y equipado...",https://assets.easybroker.com/property_images/4582984/76969536/EB-QP2984.png?height=300&version=1719942048&width=450,Mexico,,,,,Sale,1,MELO BUENO BIENES RAICES,https://www.melobueno.com/property/los-cabos-cabo-san-lucas-centro,Baja California Sur
Playa4You,https://www.playa4you.com.mx/,Tokko Broker,https://www.playa4you.com.mx/p/5009731-Casa-en-Venta-en-Cozumel-Ultima-Casa-en-venta-en-Isla-de-Cozumel,Casa en Venta en Cozumel - Ultima Casa en venta en Cozumel,House,6996000,MXN,2,2,198,m2,"LAUREL LUXURY GARDENS Siente la Tierra Bajo tus Pies Encuentra tu Lugar donde la fuerza del océano se encuentra con la tranquilidad de la selva. Descubre el sueño tropical en Cozumel, hogar del segundo arrecife de coral más grande del mundo. Con playas tropicales de arena blanca mundialmente famosas y siendo uno de los principales destinos para buceo, este lugar ofrece un ambiente pacífico e inmerso en la naturaleza. La moderna infraestructura insular incluye servicios de salud y cuidado personal de primer nivel, todo en la ciudad más segura de México, nombrada Isla de la Paz en 2012. 15 Condo",https://static.tokkobroker.com/sm_pics/101619262_og.jpg,Mexico,Quintana Roo,Cancún,,,Sale,1,Playa4You,https://www.playa4you.com.mx/p/5009731-Casa-en-Venta-en-Cozumel-Ultima-Casa-en-venta-en-Isla-de-Cozumel,Cancun; Baja California Sur; Other Riviera Maya
Caribbean Real Estate,https://caribbeanrealestatemls.com/destinations/mexico/,,https://caribbeanrealestatemls.com/real-estate/los-cabos/413657-3-bedroom-condos-for-sale-mavila-at-quivira-los-cabos-mexico/,"3 Bedroom Condos for Sale, Mavila at Quivira Los Cabos, Mexico",Condo/Apartment,467417,USD,3,3,1562,sqft,,,Mexico,,,,,Rent,1,Caribbean Real Estate,https://caribbeanrealestatemls.com/real-estate/los-cabos/413657-3-bedroom-condos-for-sale-mavila-at-quivira-los-cabos-mexico/,Baja California Sur
