Broker,Broker URL,Platform,Listing URL,Listing Name,Property Type,Price,Currency,Bedrooms,Bathrooms,Size,Size Unit,Description,Images,Country,State,City,Latitude,Longitude,Sale or Rent
Xclusive Beach Residences,https://www.inmuebles24.com/inmobiliarias/xclusive-beach-residences_102539932-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-sobre-av-huayacan-cancun-150397283.html,"Departamento en Renta Sobre Av Huayacán, Cancún",Condo/Apartment,14000,MXN,1,1,85.0,m2,"Departamento en Renta sobre Av. Huayacán, Cancún. Vive en una de las zonas con mayor crecimiento y plusvalía de Cancún. Este departamento ofrece un diseño funcional, espacios bien distribuidos y amenidades que brindan comodidad para el día a día. Av. Huayacán, Cancún. Renta mensual: $14, 000 mxn. Incluye mantenimiento y servicio de agua. Distribución: - Área de sala y comedor. - Cocina integral. - 1 recámara con walk-in closet. - 1 baño completo. - 1 cajón de estacionamiento techado. Amenidades:...",https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275892.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275882.jpg; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275891.jpg; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275883.jpg; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275878.jpg; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275880.jpg; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275877.jpg; https://img10.naventcdn.com/avisos/18/01/50/39/72/83/720x532/1617275886.jpg,Mexico,Quintana Roo,Cancún,21.12827879867253,-86.83794417299262,Rent
M7 Grupo Inmobiliario,https://www.inmuebles24.com/inmobiliarias/m7-grupo-inmobiliario_51113597-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-cancun-tres-habitaciones-150503771.html,Departamento en Renta Cancún Tres Habitaciones,Condo/Apartment,27000,MXN,3,3,180.0,m2,Hermoso departamento. En la mejor zona Residencial de Cancún súper manzana 13 atrás del hospital galenia en departamento es muy amplio de 180 metros cuadrados tres recámaras tres y medio baños cuarto de servicio con baño cuarto el lavado cocina completa ventiladores y aires acondicionados terraza con vista las áreas verdes y a la alberca dos lugares de estacionamiento y seguridad las 24 horas es un condominio de lujo de primer nivel.,https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719248.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719250.jpg; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719243.jpg; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719245.jpg; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719240.jpg; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719242.jpg; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719241.jpg; https://img10.naventcdn.com/avisos/18/01/50/50/37/71/720x532/1619719246.jpg,Mexico,Quintana Roo,Cancún,21.1361254,-86.83050569999999,Rent
101 Most Exclusive By Bustamante,https://www.inmuebles24.com/inmobiliarias/101-most-exclusive-by-bustamante_102891459-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-supermanzana-11-150800339.html,Departamento en Supermanzana 11,Condo/Apartment,48500,MXN,3,3,,m2,"Ubicación: ubicado en Av. Acanceh, Cancún, Quintana Roo, en una zona estratégica con excelente conectividad y cercanía a principales avenidas, comercios y servicios. --detalles de la propiedad: Moderno y luminoso departamento ubicado en nivel 5, con excelente distribución y acabados de calidad. Cuenta con 3 recámaras, cada una con baño completo; recámara principal con walk in clóset, sala-comedor con ventanales, cocina moderna con parrilla de inducción, cuarto de lavado, cuarto de servicio con b...",https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625738396.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625737508.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625738029.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625738572.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625737706.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625738479.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625736423.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/39/720x532/1625738092.jpg,Mexico,Quintana Roo,Cancún,21.1400275,-86.8263022,Rent
Inmobiliaria A&R,https://www.inmuebles24.com/inmobiliarias/inmobiliaria-a-r_102395249-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-amueblado-1-recamara-en-zona-150197623.html,Departamento en Renta Amueblado 1 Recámara en Zona Hotelera,Condo/Apartment,14000,MXN,1,1,50.0,m2,"Departamento en renta de 1 recamara | 50 m. Excelente ubicacion, cerca de centros comerciales, restaurantes, transporte publico y areas verdes. ï 1 recamara. 1 bano completo. 1 estacionamiento. ï Aire acondicionado. Cocina equipada. Balcon con agradable vista. Internet. Calentador de agua. Alberca con vista a la laguna. Gimnasio. Areas verdes y zona social para disfrutar con familia y amigos. Ideal para quienes buscan comodidad, tranquilidad y una excelente ubicacion. ¡Contactanos para mas infor...",https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145864.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145854.jpg; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145884.jpg; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145847.jpg; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145858.jpg; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145890.jpg; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145870.jpg; https://img10.naventcdn.com/avisos/18/01/50/19/76/23/720x532/1613145880.jpg,Mexico,Quintana Roo,Cancún,21.128930780235457,-86.76428618179506,Rent
CENTURY 21 CARIBBEAN PARADISE,https://www.inmuebles24.com/inmobiliarias/century-21-caribbean-paradise_22650-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-2-recamaras-en-renta-amueblado-en-shark-149792787.html,Departamento 2 Recamaras en Renta Amueblado en Shark Towers Cancún | C4122,Condo/Apartment,100000,MXN,2,2,245.0,m2,"Departamento de lujo en renta en Shark Tower Cancún, uno de los desarrollos residenciales más exclusivos de Puerto Cancún. Ubicado en piso 5, este elegante departamento de 245 m² ofrece amplios espacios, diseño moderno y amenidades premium para disfrutar un estilo de vida de alto nivel en Cancún. Cuenta con 2 recámaras, tv room con sofá cama, amplia terraza, cuarto de servicio y mobiliario completamente nuevo. El condominio ofrece amenidades como: albercas, spa, gimnasio, concierge, valet parkin...",https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604977613.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604978761.jpg; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604978021.jpg; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604976691.jpg; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604978898.jpg; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604979037.jpg; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604979549.jpg; https://img10.naventcdn.com/avisos/18/01/49/79/27/87/720x532/1604978269.jpg,Mexico,Quintana Roo,Cancún,18.6778712,-88.3901067,Rent
Adriana Thomas,https://www.inmuebles24.com/inmobiliarias/adriana-thomas_102781462-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-espectacular-departamento-en-renta-en-cancun-frente-al-150699712.html,Espectacular Departamento en Renta en Cancun Frente Al Mar,Condo/Apartment,85000,MXN,4,4,200.0,m2,"Deprtamento en venta en zona residencial y turística de alto desarrollo y con la mejor plusvalía. Espacios: 4 recamaras. Principal king, baño completo tv 70 pulgadas. Segúnda queen y kanguro individual, baño completo. Tercera, litera 3 camas matrimoniales, baño completo. Servicio, 2 literas individuales con baño completo. Totalmente amueblado y acondicionado. Cuarto lavado lavadora y secadora. Comedor 8 personas. Tv sala 75 pulgadas. Terraza. 2 lugares estacionamiento. Amenidades. 2 albercas. 1 ...",https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641378.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641385.jpg; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641374.jpg; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641368.jpg; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641376.jpg; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641371.jpg; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641377.jpg; https://img10.naventcdn.com/avisos/18/01/50/69/97/12/720x532/1623641373.jpg,Mexico,Quintana Roo,Cancún,21.1820888,-86.8101969,Rent
M7 Grupo Inmobiliario,https://www.inmuebles24.com/inmobiliarias/m7-grupo-inmobiliario_51113597-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-isla-dorada-150382802.html,Departamento en Renta Isla Dorada,Condo/Apartment,40000,MXN,2,2,130.0,m2,"Vive el estilo de vida exclusivo de Isla Dorada, Cancún. Disfruta de este hermoso departamento en planta baja, completamente amueblado, ideal para quienes buscan comodidad, seguridad y una excelente ubicación. 130 m² ️ 2 recámaras. 2 baños. Cuarto de lavado con baño. Alberca. ️ Vigilancia 24/7. A unos pasos de la Casa Club y las canchas de tenis. Mantenimiento incluido. Renta: $40, 000 mxn mensuales. Agenda tu visita y conoce este increíble espacio en una de las zonas residenciales más exclusiva...",https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003814.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003818.jpg; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003819.jpg; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003807.jpg; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003822.jpg; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003816.jpg; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003813.jpg; https://img10.naventcdn.com/avisos/18/01/50/38/28/02/720x532/1617003806.jpg,Mexico,Quintana Roo,Cancún,21.1131713,-86.76605219999999,Rent
Drago Inmobiliaria,https://www.inmuebles24.com/inmobiliarias/drago-inmobiliaria_669430-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-en-renta-departamento-av-chichenitza-resd-la-ceiba-150003864.html,En Renta Departamento Av Chichenitza Resd La Ceiba,Condo/Apartment,15000,MXN,3,2,78.0,m2,En Renta Departamento Av Chichenitza Resd La Ceiba 2 Habitaciones 2 Baños Completos Aires Acondicionados 2 Lugares De Estacionamiento. Privada con Seguridad Alberca Áreas comunes. Muy cerca de Escuelas Centros comerciales Farmacias,https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302127.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302125.jpg; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302128.jpg; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302124.jpg; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302113.jpg; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302122.jpg; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302114.jpg; https://img10.naventcdn.com/avisos/18/01/50/00/38/64/720x532/1609302119.jpg,Mexico,Quintana Roo,Cancún,21.1561947,-86.8490126,Rent
Drago Inmobiliaria,https://www.inmuebles24.com/inmobiliarias/drago-inmobiliaria_669430-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-av-huayacan-145164198.html,Av Huayacan,Condo/Apartment,17000,MXN,2,2,89.0,m2,"Departamento Totalmente Nuevo. 87m2 de Construcción. disponible en planta baja Y 2do nivel. Ombu Apartments, un exclusivo desarrollo, ubicado sobre lo nuevo de la Avenida Huayacán. -Recamara principal con walk-in closet y baño completo con cancel de vidrio, aire acondicionado y cortinas black out. -Recamara secundaria con closet, aire acondicionado, cortinas black out. -Baño completo con cancel de vidrio. -Sala. -Comedor. -Cocina integral equipada con estufa. -Barra de granito. -Área de servicio...",https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138633.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138631.jpg; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138632.jpg; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138628.jpg; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138630.jpg; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138620.jpg; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138624.jpg; https://img10.naventcdn.com/avisos/18/01/45/16/41/98/720x532/1498138625.jpg,Mexico,Quintana Roo,Cancún,,,Rent
CENTURY 21 Apolo-Cancun,https://www.inmuebles24.com/inmobiliarias/century-21-apolo-cancun_51168296-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-av-colegios-cancun-149416513.html,Departamento en Renta Av Colegios Cancun,Condo/Apartment,19500,MXN,3,2,120.0,m2,"Distribución: • Sala. • Comedor. • Amplio balcón. • Cocina con muebles para almacenamiento e isla con parrilla de inducción. • Recámara principal con balcón, walking closet, vestidor y baño completo. • 2 recámaras secundarias con closets. • 1 baño completo para las recámaras secundarias y área social. • Área de lavado techada. • Elevador. • 2 lugares de estacionamiento techados. Características: • 2do Nivel. • Total de niveles: 4. • Superficie: 145. 30 m2. • Construcción: 120. 30 m2. • Forma de ...",https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982992.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982995.jpg; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982982.jpg; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982990.jpg; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982985.jpg; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982993.jpg; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982994.jpg; https://img10.naventcdn.com/avisos/18/01/49/41/65/13/720x532/1596982989.jpg,Mexico,Quintana Roo,Cancún,21.096097492729253,-86.85519153093261,Rent
101 Most Exclusive By Bustamante,https://www.inmuebles24.com/inmobiliarias/101-most-exclusive-by-bustamante_102891459-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-punta-sam-150800394.html,Departamento en Punta Sam,Condo/Apartment,90000,MXN,6,7,,m2,"Ubicado frente a Isla Mujeres dentro de Torre Escénica Cancún, en la exclusiva zona de Puerto Juárez, este amplio departamento ofrece una experiencia residencial privilegiada frente al mar Caribe. Su ubicación permite conexión inmediata hacia Puerto Cancún, Zona Hotelera, Punta Sam, marinas, restaurantes y principales servicios de la ciudad, además de disfrutar vistas panorámicas permanentes hacia Isla Mujeres y un entorno residencial privado rodeado de playa y mar. --detalles de la propiedad: D...",https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625740604.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625735916.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625736536.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625737792.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625735630.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625738991.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625732648.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/03/94/720x532/1625744114.jpg,Mexico,Quintana Roo,Cancún,21.2256605978,-86.802363132,Rent
Rosh Realty,https://www.inmuebles24.com/inmobiliarias/rosh-realty_102445395-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-renta-habitacion-zona-huayacan-prolongacion-la-luna-150807648.html,Renta Habitacion Zona Huayacan Prolongacion La Luna Cancun,Unknown,7800,MXN,1,1,50.0,m2,"Se renta habitacion amueblada en la aldea cancunvive de un modo diferente, rodeado de naturaleza Y areas verdescomunidad tranquila Y bohemiadescripcionhabitación dentro de casaCuenta con: Cama queenClosetBaño completoCuenta con: aire acondicionado, ventilador y cortina black outCocina integral y Sala compartidaAcceso a canal de nado, área de hamacas y espacio recreativo al aire libre__________________________________________________________________________________________________________furnishe...",https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625888086.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625888269.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625885750.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625887443.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625888224.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625887929.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625888143.jpg; https://img10.naventcdn.com/avisos/18/01/50/80/76/48/720x532/1625886973.jpg,Mexico,Quintana Roo,Cancún,21.1127546112,-86.8584485607,Rent
INMOVEDOR,https://www.inmuebles24.com/inmobiliarias/inmovedor_700097-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-de-lujo-2-recamaras-sm11-palmar-150035511.html,Departamento de Lujo · 2 Recámaras · Sm11 Palmar Residencial · Amenidades,Condo/Apartment,42500,MXN,2,2,140.0,m2,"Departamento de lujo en renta sobre Av. Acanceh en la sm11 en Palmar Residencial, en una ubicación privilegiada muy cerca de Malecón Américas. Características. - 2 Amplias Recámaras con closets. - 2 baños completos con canceles. - Cocina integral de granito, completa con estufa, campana, gabinetes y barra desayunadora. - Terraza techada de 11m x 4m muy privada. - 2 Cajones de estacionamiento. amenidades. - Alberca espectacular. - Gimnasio. - Área Social. Requisitos: - 1 Mes de depósito. - Póliza...",https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924802.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924812.jpg; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924805.jpg; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924803.jpg; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924811.jpg; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924809.jpg; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924807.jpg; https://img10.naventcdn.com/avisos/18/01/50/03/55/11/720x532/1609924806.jpg,Mexico,Quintana Roo,Cancún,21.1403137,-86.82665,Rent
Drago Inmobiliaria,https://www.inmuebles24.com/inmobiliarias/drago-inmobiliaria_669430-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-en-renta-departamento-av-chichenitza-resd-la-ceiba-149039953.html,En Renta Departamento Av Chichenitza Resd La Ceiba,Condo/Apartment,12900,MXN,2,2,76.0,m2,En Renta Departamento sin Muebles Av Chichenitza Residencial la Ceiba 2 Habitaciones 2 Baños Completos Aires Acondicionados Ventiladores Privada con Seguridad Alberca Áreas comunes,https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390423.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390422.jpg; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390427.jpg; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390416.jpg; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390418.jpg; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390421.jpg; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390420.jpg; https://img10.naventcdn.com/avisos/18/01/49/03/99/53/720x532/1589390428.jpg,Mexico,Quintana Roo,Cancún,21.1618699,-86.8339567,Rent
Inmobiliaria A&R,https://www.inmuebles24.com/inmobiliarias/inmobiliaria-a-r_102395249-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-2-recamaras-alberca-seguridad-en-150817277.html,Departamento en Renta 2 Recamaras Alberca Seguridad en Long Island,Condo/Apartment,15500,MXN,2,2,120.0,m2,"Este amplio y moderno apartamento se encuentra ubicado en Cancun, una de las ciudades mas turisticas de Mexico, en la hermosa costa del estado de Quintana Roo. Con una impresionante area construida de 120. 0 metros cuadrados, este inmueble ofrece dos comodas recamaras y dos banos, perfecto para una familia o grupo de amigos que busquen un lugar para alquilar durante su estadia en la playa. Una de las ventajas mas destacables de este apartamento es su capacidad para admitir mascotas, lo que lo ha...",https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070224.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070234.jpg; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070225.jpg; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070228.jpg; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070227.jpg; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070221.jpg; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070223.jpg; https://img10.naventcdn.com/avisos/18/01/50/81/72/77/720x532/1626070230.jpg,Mexico,Quintana Roo,Cancún,21.107608556292988,-86.86538017663845,Rent
Drago Inmobiliaria,https://www.inmuebles24.com/inmobiliarias/drago-inmobiliaria_669430-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-moderno-depto-de-2-hab-en-maioris-puerto-cancun-148831878.html,Moderno Depto de 2 Hab en Maioris Puerto Cancun,Condo/Apartment,52500,MXN,2,3,100.0,m2,"Citas al celular <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span> o <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span> con Samara Gomez. departamento amueblado en renta de 2 habitaciones en maioris tower – puerto cancún️ Vive con lujo, comodidad y seguridad en una de las zonas más exclusivas de Cancún. Ideal para quienes buscan departamento amueblado en renta en P...",https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296569.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296600.jpg; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296602.jpg; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296691.jpg; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296583.jpg; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296627.jpg; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296628.jpg; https://img10.naventcdn.com/avisos/18/01/48/83/18/78/720x532/1585296591.jpg,Mexico,Quintana Roo,Cancún,21.1640234,-86.81166759999999,Rent
Grupo Inmobiliario ,https://www.inmuebles24.com/inmobiliarias/grupo-inmobiliario_51115173-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-amueblado-en-torre-ny-vistas-al-mar-y-144426073.html,Departamento Amueblado en Torre Ny – Vistas Al Mar y Acceso a Plaza Las Américas,Condo/Apartment,26000,MXN,1,1,98.0,m2,"Disfruta de un estilo de vida inigualable en el corazón de Cancún. Este exclusivo departamento en Torre ny (Fase 1) se ubica en un nivel 15 real, ofreciendo una de las vistas más completas de la ciudad: desde las albercas y Malecón Tajamar hasta la Laguna Nichupté y el Mar Caribe. Características Principales: Distribución: 1 Recámara con vista frontal, 1 baño completo, sala y comedor con ventanales panorámicos y terraza privada. Equipamiento: Totalmente amueblado y equipado, listo para habitar. ...",https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1603083025.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1603083023.jpg; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1603083024.jpg; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1603083022.jpg; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1482927090.jpg; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1482927088.jpg; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1482927093.jpg; https://img10.naventcdn.com/avisos/18/01/44/42/60/73/720x532/1603083026.jpg,Mexico,Quintana Roo,Cancún,21.14823269943153,-86.82161854973755,Rent
Inmobiliaria A&R,https://www.inmuebles24.com/inmobiliarias/inmobiliaria-a-r_102395249-inmuebles.html,Inmuebles24 (via parse.bot API),https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-renta-cancun-2-rec-100-m-sup2--alberca-150730299.html,Departamento en Renta Cancún 2 Rec 100 m&sup2; Alberca Seguridad,Condo/Apartment,2000000,MXN,2,2,100.0,m2,"Esta es una excelente oportunidad de inversion en bienes raices. Se trata de un apartamento en venta o renta ubicado en una zona privilegiada de la ciudad de Cancun, rodeado de jardines y colegios, perfecto para aquellas familias que buscan una vida tranquila y segura. Ademas, cuenta con una amplia variedad de restaurantes y autoservicios en una zona residencial en constante crecimiento, lo que garantiza una excelente calidad de vida para sus habitantes. Con una superficie total de 100 metros cu...",https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581055.jpg?isFirstImage=true; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581048.jpg; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581061.jpg; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581057.jpg; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581052.jpg; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581050.jpg; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581064.jpg; https://img10.naventcdn.com/avisos/18/01/50/73/02/99/720x532/1624581043.jpg,Mexico,Quintana Roo,Cancún,21.117400150426544,-86.89177349164342,Rent
