Broker,Broker URL,Platform,Listing URL,Listing Name,Property Type,Price,Currency,Bedrooms,Bathrooms,Size,Size Unit,Description,Images,Country,State,City,Latitude,Longitude,Sale or Rent
CENTURY 21 Falcón,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627418_venta-de-casa-en-colonia-providencia-alcaldia-gustavo-a-madero,"VENTA DE CASA EN COLONIA PROVIDENCIA, ALCALDÍA GUSTAVO A MADERO",Casa,4550000,MXN,6,3,160,m2,"Venta de Propiedad con tres unidades habitables:
Unidad 1: Ubicada en la planta baja, cuenta con 3 Recamaras, 1 Baño completo, 1 1/2 baño, Sala, Comedor, Cocina, Area de Lavado
Unidad 2: Ubicado en la planta Alta, cuenta con 2 recamaras, 1 baño completo, Cocina, Sala Comedor
Unidad 3: Ubicado en la planta Alta cuenta con 2 recamara, 1 baño completo, Cocina, Sala Comedor
Cochera Techada para 1 Auto",https://cdn.21online.lat/mexico/cache/awsTest1/rc/O8Fur5cM/uploads/589/propiedades/627418/6a70f2ad4505b.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/gODlIJaw/uploads/589/propiedades/627418/6a70f298e9743.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/g8REmBRX/uploads/589/propiedades/627418/6a70f2ae385b6.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/9n2xZuiV/uploads/589/propiedades/627418/6a70f29b83273.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/1VAZaFaS/uploads/589/propiedades/627418/6a70f2b497a15.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/HXCyUg3U/uploads/589/propiedades/627418/6a70f28fbdf99.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/wFrH12ja/uploads/589/propiedades/627418/6a70f290c272e.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/iFs3Qq0S/uploads/589/propiedades/627418/6a70f291aa1d2.jpg,México,Ciudad De México,Gustavo A. Madero,19.4792022,-99.07355539999999,Sale
CENTURY 21 Díaz y Asociados,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627378_depto-en-venta-colinas-del-sur-alvaro-obregon-2-hab-1-ban-1-estac,"Depto en Venta, Colinas del Sur, Alvaro Obregón, 2 hab, 1 bañ, 1 estac",Departamento,2800000,MXN,2,1,80,m2,"Bonito departamento, muy iluminado, en entrepiso, ubicado en 2o nivel, sin elevador, pocos vecinos (8 deptos en total)
Consta de:
2 habitaciones con closets
1 baño completo
Cocina, con cocineta
Sala - comedor
Area de lavado dentro del depto
1 lugar de estacionamiento (independiente) descubierto",https://cdn.21online.lat/mexico/cache/awsTest1/rc/Ncjylk04/uploads/468/propiedades/627378/6a73a54a4f992.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/hfv2oceb/uploads/468/propiedades/627378/6a73a54b1d7ac.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/rmhPEzhM/uploads/468/propiedades/627378/6a73a54975f9b.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/qTUWvEsx/uploads/468/propiedades/627378/6a73a5476f60b.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/klU5f2YH/uploads/468/propiedades/627378/6a73a54822d08.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/Ucx8DuUz/uploads/468/propiedades/627378/6a73a5465ff83.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/wGvNboyQ/uploads/468/propiedades/627378/6a73a548c9816.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/4zAFXUXW/uploads/468/propiedades/627378/6a73a54bad032.jpg,México,Ciudad De México,Alvaro Obregón,19.3684725,-99.22465439999999,Sale
CENTURY 21 Atenea,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/622786_casa-en-condominio-privado-las-aguilas-alvaro-obregon-cdmx,"Casa en Condominio Privado, Las Águilas, Álvaro Obregón Cdmx.",Casa_En_Condominio,11900000,MXN,3,4,317,m2,"Acogedora Casa en la parte baja de las Águilas, en una de las privadas mas bonitas y tranquilas de la zona con solo 6 casas.. 
*Distribución*
PLANTA BAJA :
- Recibidor, 
- Baño Completo, 
- Bodega,
- Cuarto de Lavado, 
- Incluye Lavadora & Secadora.
PRIMER PISO:
- Sala, 
- Comedor,
- Mueble para blancos,
- Amplia Cocina integral, barra desayunadora,
- Incluye Horno, Refrigerador, Lavavajillas, Horno microndas,
- Gran área de Despensa independiente,
- Terraza & Jardín,
- Medio baño.
SEGUNDO PISO:
- 3 recámaras con closet, black out.
- La recámara principal con vestidor & baño completo,
- Otro baño completo, que le da servicio a las recamaras secundarias, 
TERCER PISO:
- Family Room, Area de juegos o TV,
- Roof Garden con pergola, tarja y barra,
- Baño Completo-
La casa también cuenta con estacionamiento techado para dos autos,  
En zona tranquila a corta distancia de importantes vías de acceso a dos cuadras de periferico.
Ubicación y Servicios:
A 850 m de Av. de las Flores,
A 650 m de Av. Gutierrez Zamora
A 850 m de Av. Rómulo O´Farril
A 600 m de Periférico Sur
• A 3 km a la redonda: Parque Ecológico Las Águilas, Parque Japón, Portal San Ángel, Metro Barranca del Muerto, ITAM, Plazas Comerciales, Gasolineras, Escuelas, Bancos, Hospitales, Parques, Gimnasios.
Equipamiento del Inmueble:
• Paneles Solares,
• Presurizador,
• Video Portero,
• Gas Estacionario,
• Refrigerador,
• Lavadora,
• Secadora,
• Horno,
• Horno Microndas,
• Lavavajillas,
• Boiler,
• Lavadero.
• Closet en recamaras,
• Black out en recamaras,
• Persianas,
• Estufa.
• Cisterna, 
• Tinaco.
Servicios de la Zona:
• Agua,
• CFE,
• Drenaje,
• Servicios públicos,
• Gas,
• Transporte Publico.
Forma de pago:
• Se aceptan pagos con Créditos Hipotecarios Bancarios & Recursos Propios.
Contrato de Adhesión de Intermediación para la compraventa de inmuebles.
Registrado en la Procuraduría Federal del Consumidor.
Número 4894-2022, de fecha 18 de septiembre del 2022.",https://cdn.21online.lat/mexico/cache/awsTest1/rc/KMimjGdF/uploads/307/propiedades/622786/thumb976a3dfd2b74325.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/ru8J4XLJ/uploads/307/propiedades/622786/thumb716a3dfd2dc49f1.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/TWjkbS8h/uploads/307/propiedades/622786/thumb886a3dfd0171c8d.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/OQEKfdc2/uploads/307/propiedades/622786/thumb336a3dfd0621316.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/WxFdOV1I/uploads/307/propiedades/622786/thumb836a3dfd0c35037.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/iWFTuJju/uploads/307/propiedades/622786/thumb656a3dfd093fb3d.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/kX6Dm7l1/uploads/307/propiedades/622786/thumb716a3dfd108a928.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/jMN0i4o6/uploads/307/propiedades/622786/thumb696a3dfd2100843.jpg,México,Ciudad De México,Alvaro Obregón,19.3595292,-99.20258249999999,Sale
CENTURY 21 Beta,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/628137_departamento-en-venta-colonia-juarez-2-estacionamientos-y-bodega-cerca-reforma,"Departamento en venta Colonia Juárez, 2 estacionamientos y bodega, cerca Reforma",Departamento,5650000,MXN,2,2,90.31,m2,"Vive en una de las zonas más céntricas y mejor conectadas de la Ciudad de México, a unos pasos de Paseo de la Reforma y rodeado de restaurantes, servicios, espacios culturales y todo lo necesario para disfrutar la vida urbana.
Departamento interior de 90.31 m², con una distribución cómoda y funcional, ubicado en Versalles, Colonia Juárez.
Cuenta con sala y comedor de buen tamaño, cocina integral abierta, área de lavado independiente, 2 recámaras con clóset y 2 baños completos. La recámara principal dispone de baño privado.
Uno de sus grandes diferenciadores en la zona es que incluye 2 cajones de estacionamiento y bodega de uso exclusivo.
El edificio cuenta con elevador, vigilancia las 24 horas y roof garden común.
El departamento se encuentra en muy buen estado de conservación y listo para habitar, ideal para quienes buscan vivir cerca de Reforma o para quienes desean adquirir una propiedad patrimonial en una ubicación con alta demanda.
Características principales: 90.31 m² · 2 recámaras · 2 baños completos · 2 estacionamientos · bodega · elevador · vigilancia 24 horas · roof garden común.
Una excelente opción para vivir en el corazón de la Colonia Juárez, con comodidad, seguridad y una ubicación privilegiada.
Versalles, Colonia Juárez, Cuauhtémoc, CDMX
*El precio de Venta no incluye muebles ni gastos de escrituración
Contrato de adhesión de prestación de servicios de intermediación para la compraventa de inmueble destinado a casa habitación inscrito el 30 de Septiembre de 2022 en el Registro Público de Contratos de Adhesión de la Profeco bajo el número 5546-2022.
ID: RCV - 2678.",https://cdn.21online.lat/mexico/cache/awsTest1/rc/KVfFDCLs/uploads/95/propiedades/628137/6a79f5a3afbfe.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/e7iiftfE/uploads/95/propiedades/628137/6a79f2dfd7770.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/p3Yq3dlC/uploads/95/propiedades/628137/6a79f2f882147.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/0QafaTI6/uploads/95/propiedades/628137/6a79f3013b047.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/MfeT6j9i/uploads/95/propiedades/628137/6a79f334d099b.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/HI9OkyPx/uploads/95/propiedades/628137/6a79f311d5f4a.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/s0gsfumM/uploads/95/propiedades/628137/6a79f30d4e87a.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/fahCCtbn/uploads/95/propiedades/628137/6a79f303d4158.jpg,México,Ciudad De México,Cuauhtémoc,19.4310764,-99.154885,Sale
CENTURY 21 Aries,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/623551_departamento-en-venta-en-santa-maria-la-ribera-cdmx,Departamento en venta en Santa Maria la Ribera Cdmx,Departamento,3000000,MXN,3,2,84,m2,"Departamento en venta, Santa Maria la Ribera, Ciudad de Mexico
DISTRIBUCIÓN:
- Sala.
- Comedor.
- 3 Recámaras.
- 2 Baños.
- Cocina 
- Área de lavado (Zotehuela)
- Sin estacionamiento.
CARACTERÍSTICAS:
- Superficie: 84 m2.
- Forma de Terreno: Regular.
- Edad: 32 años aproximadamente.
- Piso en que se encuentra: planta baja del edificio.
- Niveles totales del edificio: 2 niveles.
-Conjunto de 28 departamentos en total
- Uso de suelo: Habitacional.
- Mantenimiento: $150 pesos mensuales para limpieza
Equipamiento del Departamento:
- Gas cilindrico
- Boiler
- Tarja
- Contrato CFE
Equipamiento Edificio:
- Cisterna
- Tinacos
Estatus del inmueble:
- Inmueble usado.
Forma de pago:
- Se aceptan pagos con recursos propios.
Documentación con la que se cuenta:
-Escritura
-Boleta predial y agua
Servicios de la Zona:
- Agua.
- CFE.
- Drenaje.
- Transporte Publico.
A minutos de Forum Buenavista y la Estación Buenavista (Tren Suburbano, Metro y Metrobús).
Fácil acceso a importantes vialidades como:
Insurgentes Norte
Circuito Interior
Avenida Ricardo Flores Magón
Eje 1 Norte
Paseo de la Reforma
Cercanía con zonas de alta demanda como:
Colonia San Rafael
Tabacalera
Centro Histórico
Cuauhtémoc
Próximo a hospitales, escuelas, bancos y centros comerciales.
A 10–15 minutos del Centro Histórico de la Ciudad de México.",https://cdn.21online.lat/mexico/cache/awsTest1/rc/XTwDKAJZ/uploads/626/propiedades/623551/6a754aa7b1bc2.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/3aTPHKjN/uploads/626/propiedades/623551/6a754b810af2c.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/azmFlHov/uploads/626/propiedades/623551/6a754ab17908e.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/UYHvRh0D/uploads/626/propiedades/623551/6a754aab85858.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/wUKHs4z9/uploads/626/propiedades/623551/6a754ab4c0c7a.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/Oaqrw35H/uploads/626/propiedades/623551/6a754aad639db.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/hF13dozk/uploads/626/propiedades/623551/6a754ab6b4d0f.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/dv8Y7eOv/uploads/626/propiedades/623551/6a754aac8650a.jpg,México,Ciudad De México,Cuauhtémoc,19.445524,-99.15483139999999,Sale
CENTURY 21 Falcón,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627425_venta-de-casa-en-prado-coapa-alcaldia-tlalpan,"Venta de Casa en Prado Coapa, Alcaldía Tlalpan",Casa_En_Condominio,7600000,MXN,4,3,231,m2,"Venta de Casa en Condominio con excelente ubicación en Prado Coapa, dentro de privada a solo 150 metros de Div del Norte y de la plaza Market Place, con la siguiente distribución:
Planta Baja: 3 estacionamientos, Sala, Comedor, Cocina, Sala de TV, Cuarto de Servicio con Baño completo, area de lavado y Patio de Servicio
Planta Alta: 3 Recamaras, la principal con vestidor, 2 baños completos y sala de TV
La privada cuenta con áreas verdes y vigilancia 24/7",https://cdn.21online.lat/mexico/cache/awsTest1/rc/praRbNfg/uploads/589/propiedades/627425/6a70fd4823a29.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/3ooHGig7/uploads/589/propiedades/627425/6a70fd534c796.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/w4vqo4ar/uploads/589/propiedades/627425/6a70fd3266aaf.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/xMZSCCXu/uploads/589/propiedades/627425/6a70fd0ff0f58.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/byqT0D9K/uploads/589/propiedades/627425/6a70fd113ed18.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/yI846YxZ/uploads/589/propiedades/627425/6a70fd2ceaacd.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/aBIWyJrC/uploads/589/propiedades/627425/6a70fd1441654.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/hR0HYTvg/uploads/589/propiedades/627425/6a70fd50225f3.jpg,México,Ciudad De México,Tlalpan,19.2900237,-99.1341453,Sale
CENTURY 21 Platinum,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627350_departamento-en-venta-en-mixcoac-2-recamaras-y-excelente-conectividad,Departamento en venta en Mixcoac | 2 recámaras y excelente conectividad,Departamento,4867380,MXN,2,2,77,m2,"77 m² habitables
Precio: $4,867,380 MXN
2 recámaras
2 baños completos
1 cajón de estacionamiento
Encontrar departamentos nuevos de 2 recámaras con espacios amplios, buena distribución y excelente ubicación en Mixcoac es cada vez menos común.
Esta propiedad forma parte de un edificio exclusivo de pocas unidades, ideal para quienes buscan privacidad, funcionalidad y una excelente conexión con los principales corredores de la ciudad.
Con una distribución pensada para aprovechar cada metro cuadrado, ofrece espacios cómodos, techos de 2.80 metros de altura y acabados contemporáneos. Además, existen opciones con balcón o roof garden privado.
Características
* 2 recámaras
* 2 baños completos
* Sala y comedor
* Cocina con barra
* Área de lavado
* 1 cajón de estacionamiento
* Algunas unidades cuentan con balcón o roof garden privado
Ubicado en Mixcoac, permite un acceso rápido a Avenida Revolución, Río Mixcoac, Patriotismo y Periférico, además de encontrarse cerca de supermercados, restaurantes, centros comerciales, escuelas y todos los servicios necesarios para la vida diaria.
Por su ubicación, distribución y el número limitado de departamentos en el edificio, representa una excelente opción tanto para habitar como para inversión patrimonial.
Departamentos desde 77 m².
Envíame un mensaje o WhatsApp para conocer disponibilidad, características de las distintas opciones y recibir toda la información del inmueble.",https://cdn.21online.lat/mexico/cache/awsTest1/rc/Sj6LssSn/uploads/140/propiedades/627350/6a6fefb3db914.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/ahOgyHc1/uploads/140/propiedades/627350/6a6fefb4c1232.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/ROT6YC3h/uploads/140/propiedades/627350/6a6fefb5a87bd.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/aZFmLCx0/uploads/140/propiedades/627350/6a6fefb64898b.jpg,México,Ciudad De México,Benito Juárez,19.3712313,-99.1899254,Sale
CENTURY 21 Platinum,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627349_departamento-en-venta-con-balcon-en-roma-norte-chiapas,Departamento en venta con balcón en Roma Norte | Chiapas,Departamento,4569595,MXN,1,1,45,m2,"No todos los departamentos en Roma Norte ofrecen balcón y vista exterior. Esta propiedad combina una excelente distribución, iluminación natural y una ubicación privilegiada dentro de una de las colonias con mayor demanda de la Ciudad de México.
45 m² habitables
Balcón: 4 m²
Bodega: 1.3 m²
1 recámara
1 baño
Precio: $4,569,595 MXN
Diseñado con un estilo contemporáneo, el departamento cuenta con espacios funcionales, acabados de líneas limpias y una agradable conexión entre el interior y el exterior gracias a su balcón privado, ideal para disfrutar de luz natural y ventilación durante todo el día.
El edificio ofrece amenidades pensadas para complementar la vida diaria:
* Lobby con acceso controlado
* Seguridad
* Lounge de uso común
* Rooftop con vistas panorámicas de la ciudad
* Bodega privada
Ubicado sobre Calle Chiapas, en el corazón de Roma Norte, permite llegar caminando a Parque México, Avenida Álvaro Obregón, Mercado Roma, Mercado Medellín, cafeterías, galerías, restaurantes y una amplia oferta cultural.
Por su ubicación, distribución y características, representa una excelente alternativa tanto para habitar como para generar ingresos mediante renta tradicional o de mediana estancia en una de las zonas con mayor demanda de la ciudad.
Solicita más información por WhatsApp o mensaje y conoce la disponibilidad de esta excelente opción en Roma Norte.",https://cdn.21online.lat/mexico/cache/awsTest1/rc/CKFaYGuZ/uploads/140/propiedades/627349/6a6fec60ac4b4.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/w7NNgJxk/uploads/140/propiedades/627349/6a6fec5fb5d39.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/YFxfo1dl/uploads/140/propiedades/627349/6a6fec635924e.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/yls8oXkb/uploads/140/propiedades/627349/6a6fec615d2d1.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/KZx3CtgB/uploads/140/propiedades/627349/6a6fec625166d.jpg,México,Ciudad De México,Cuauhtémoc,19.4122984,-99.165731,Sale
CENTURY 21 ARALBE,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627301_casa-en-venta,CASA EN VENTA,Casa,3090000,MXN,3,2,103.67,m2,"Descubre esta excelente casa ubicada en la Unidad Habitacional Miguel Hidalgo, Azcapotzalco, una opción ideal para quienes buscan comodidad, funcionalidad y una ubicación privilegiada con fácil acceso a importantes vialidades y servicios.
La propiedad se desarrolla en 3 niveles y cuenta con una superficie de terreno de 50.3 m² y 117 m² de construcción, ofreciendo espacios bien distribuidos para disfrutar en familia.
En su interior encontrarás una amplia sala y comedor con excelente iluminación natural, cocina integral, 3 recámaras (2 de ellas con clóset), 2 baños completos, cuarto de lavado y cuarto de servicio, brindando espacios funcionales para cubrir todas las necesidades del hogar.
Además, dispone de 2 cajones de estacionamiento, gas natural, boiler, lavadero y cisterna.
Su excelente ubicación permite una rápida conexión con las principales vialidades de la zona, a tan solo 20 metros de Avenida Aquiles Serdán, a 700 metros de Avenida Tezozómoc y a 1.3 km de Avenida San Isidro. También se encuentra a solo 3 minutos del Metro Aquiles Serdán y a 5 minutos del Metro Tezozómoc, facilitando la movilidad hacia distintos puntos de la ciudad.
En los alrededores encontrarás todo lo necesario para tu vida diaria, como Town Center El Rosario, Soriana El Rosario y el Parque Tezozómoc, además de escuelas, comercios, bancos, supermercados y transporte público.
La propiedad se encuentra desocupada y acepta recursos propios, crédito bancario e Infonavit (sujeto a aprobación de cada institución).
Una excelente oportunidad para vivir en una zona con gran conectividad, servicios y plusvalía en Azcapotzalco. ¡Agenda tu cita y conócela!",https://cdn.21online.lat/mexico/cache/awsTest1/rc/3hJXqehr/uploads/287/propiedades/627301/6a6e242dd2c15.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/gP0pTOND/uploads/287/propiedades/627301/6a6e242bf117e.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/bx90hJde/uploads/287/propiedades/627301/6a6e2424894c6.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/qv7hMP1j/uploads/287/propiedades/627301/6a6e2425aca17.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/eJUHJBB4/uploads/287/propiedades/627301/6a6e242a5f1ef.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/0wlLCeGO/uploads/287/propiedades/627301/6a6e2428a8c42.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/hZslJeyT/uploads/287/propiedades/627301/6a6e242989dc6.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/vRnenuR0/uploads/287/propiedades/627301/6a6e2423a8ac3.jpg,México,Ciudad De México,Azcapotzalco,19.4938069,-99.1992602,Sale
CENTURY 21 Grupo Mormos,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/625162_venta-de-departamento-en-xochimilco-cdmx,VENTA DE DEPARTAMENTO EN XOCHIMILCO CDMX,Departamento,2390000,MXN,2,1,62.4,m2,"Departamento en venta en Calzada Redención 150, T-102, Alcaldía Xochimilco, ubicado en primer piso dentro de un conjunto habitacional con áreas verdes. Construido en 1990, cuenta con 62.40 m² de construcción, 14.89 m² de ampliación y 74 m² de terreno reportado. Su distribución incluye sala-comedor, cocina independiente, dos recámaras con clósets, un baño completo y área de lavado. Dispone de dos estacionamientos independientes, buena iluminación natural y espacios funcionales.
- A menos de 500 mts Planta farmacéutica de Boehringer Ingelheim México
- A 300 mts de la Facultad de Arte y Diseño de la UNAM
- A 900 mts de Centro deportivo Xochimilco 
Cerca de Hospitales, Centros comerciales, Mercados tradicionales, Estaciones de transporte público y Oficinas Administrativas
Inmueble usado.
Inmueble Libre de Gravamen.
Forma de pago: Se aceptan con créditos y recursos propios
Documentación con la que se cuenta:
- Escritura Pública.
- Boleta predial y agua.
* Esta y otra información documental del inmueble disponible en oficina con previa cita.
Entorno Comercial/ habitacional
*La información mostrada es con fines ilustrativos únicamente y sin afán de brindar una descripción exacta de medidas, dimensiones, acabados, colores o especificaciones, el resultado puede variar.
*Consulte el aviso de privacidad en nuestra página web
Contrato de Adhesión de Intermediación para la compraventa de inmuebles.
Registrado en la Procuraduría Federal del Consumidor y su Registro Público de Contratos de Adhesión el 13 de junio de 2023, bajo el número 5773-2023.",https://cdn.21online.lat/mexico/cache/awsTest1/rc/h9EoDN8i/uploads/528/propiedades/625162/6a583d617866f.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/wIXXBslQ/uploads/528/propiedades/625162/6a583d7e4c072.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/0yUVZFZK/uploads/528/propiedades/625162/6a583d7a9d0e3.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/tBKsZL5M/uploads/528/propiedades/625162/6a583d83de50d.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/Og7XQys9/uploads/528/propiedades/625162/6a583d8534a14.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/ZUnKIimj/uploads/528/propiedades/625162/6a583d86f2d4d.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/cJc7TZXX/uploads/528/propiedades/625162/6a583d8492cb4.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/510xr9VW/uploads/528/propiedades/625162/6a583d896fe95.jpg,México,Ciudad De México,Xochimilco,19.254107,-99.11431569999999,Sale
CENTURY 21 Apolo,https://www.century21mexico.com,Century 21 Mexico (native API),https://www.century21mexico.com/propiedad/627318_departamento-en-venta-en-parque-san-andres-coyoacan-cdmx,"Departamento en venta en Parque San Ándres, Coyoacán, CDMX",Departamento,3190000,MXN,3,2,91,m2,"Departamento en Venta | Parque San Andrés, Coyoacán
América, Colonia Parque San Andrés, Coyoacán, CDMX
 Superficie: 91 m²
 Ubicado en 4.º piso
 Sin elevador
Antigüedad aproximada: 50 años
 Estado de conservación: Bueno
 No cuenta con estacionamiento
⸻
Distribución
 3 amplias recámaras
2 baños completos
 Recámara principal con baño privado.
 Sala de excelente tamaño con grandes ventanales, que proporcionan abundante iluminación y ventilación natural.
 Espacio independiente ideal para comedor o para adaptar un estudio o área de trabajo.
 Cocina integral de tamaño medio.
 Área de lavado con instalación para lavadora 
⸻
Espacios Adicionales
*Cuarto de servicio o bodega, ubicado en la azotea.
 Excelente ventilación cruzada e iluminación natural en todo el departamento.
 Distribución amplia y funcional, ideal para familias o quienes buscan espacios cómodos.
⸻
Estado del Inmueble
El departamento se encuentra en buen estado de conservación y conserva sus acabados originales, ofreciendo una excelente oportunidad para remodelarlo y personalizarlo de acuerdo con las necesidades y el estilo de su nuevo propietario.
⸻
Ubicación y Entorno
Ubicado en la Colonia Parque San Andrés, una de las zonas con mayor tradición y plusvalía de la Alcaldía Coyoacán, rodeada de servicios, comercios, escuelas, parques y una amplia oferta gastronómica.
Principales vialidades
* División del Norte
* Miguel Ángel de Quevedo
* Calzada de Tlalpan
* Avenida Pacífico
* Eje 10 Sur
Transporte
La propiedad cuenta con excelente conectividad mediante diversas rutas de transporte público y se encuentra a pocos minutos de estaciones del Metro y de importantes corredores de movilidad, facilitando el acceso hacia el sur y centro de la Ciudad de México.
Servicios cercanos
* Supermercados
* Bancos
* Hospitales
* Escuelas y universidades
* Cafeterías y restaurantes
* Parques y áreas recreativas
* Centros comerciales
⸻
Ideal para…
Este departamento es una excelente opción para familias que buscan amplitud, iluminación natural y una ubicación privilegiada en Coyoacán. Gracias a sus generosos espacios y distribución funcional, también representa una gran oportunidad para quienes desean remodelar y crear un hogar completamente a su gusto en una zona con alta plusvalía.
 Agenda tu visita",https://cdn.21online.lat/mexico/cache/awsTest1/rc/emeI23jc/uploads/448/propiedades/627318/6a766d0018db8.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/ByKriBXl/uploads/448/propiedades/627318/6a766d0107bdb.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/jjE9H7Jq/uploads/448/propiedades/627318/6a766cfe4d95d.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/cYDcP3Vi/uploads/448/propiedades/627318/6a766d053a389.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/BgO4nGMj/uploads/448/propiedades/627318/6a766d064a110.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/FBFfTgo4/uploads/448/propiedades/627318/6a766d0ba5b01.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/XIcrBfBX/uploads/448/propiedades/627318/6a766d0949489.jpg; https://cdn.21online.lat/mexico/cache/awsTest1/rc/fgTbGPWK/uploads/448/propiedades/627318/6a766d136fd5c.jpg,México,Ciudad De México,Coyoacán,19.3450265,-99.15049289999999,Sale
